PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabin Category,Cabin Count,SurName,Title,Name,Ticket Group,Family Group
493,0,1,male,55,0,0,113787,30.5,S,C,1,Molson,Mr,Harry Markland,,
24,1,1,male,28,0,0,113788,35.5,S,A,1,Sloper,Mr,William Thompson,,
36,0,1,male,42,1,0,113789,52,S,,,Holverson,Mr,Alexander Oskar,Ticket,Family
384,1,1,female,35,1,0,113789,52,S,,,Holverson,Mrs,Alexander Oskar (Mary Aline Towner),Ticket,Family
468,0,1,male,56,0,0,113792,26.55,S,,,Smart,Mr,John Montgomery,,
448,1,1,male,34,0,0,113794,26.55,S,,,Seward,Mr,Frederic Kimber,,
603,0,1,male,,0,0,113796,42.4,S,,,Harrington,Mr,Charles H,,
271,0,1,male,,0,0,113798,31,S,,,Cairns,Mr,Alexander,Ticket,
843,1,1,female,30,0,0,113798,31,C,,,Serepeca,Miss,Augusta,Ticket,
695,0,1,male,60,0,0,113800,26.55,S,,,Weir,Col,John,,
4,1,1,female,35,1,0,113803,53.1,S,C,1,Futrelle,Mrs,Jacques Heath (Lily May Peel),Ticket,Family
138,0,1,male,37,1,0,113803,53.1,S,C,1,Futrelle,Mr,Jacques Heath,Ticket,Family
608,1,1,male,27,0,0,113804,30.5,S,,,Daniel,Mr,Robert Williams,,
725,1,1,male,27,1,0,113806,53.1,S,E,1,Chambers,Mr,Norman Campbell,Ticket,Family
810,1,1,female,33,1,0,113806,53.1,S,E,1,Chambers,Mrs,Norman Campbell (Bertha Griggs),Ticket,Family
556,0,1,male,62,0,0,113807,26.55,S,,,Wright,Mr,George,,
887,0,2,male,27,0,0,211536,13,S,,,Montvila,Rev,Juozas,,
563,0,2,male,28,0,0,218629,13.5,S,,,Norman,Mr,Robert Douglas,,
627,0,2,male,57,0,0,219533,12.35,Q,,,Kirkland,Rev,Charles Leonard,,
222,0,2,male,27,0,0,220367,13,S,,,Bracken,Mr,James H,,
616,1,2,female,24,1,2,220845,65,S,,,Herman,Miss,Alice,Ticket,Family
755,1,2,female,48,1,2,220845,65,S,,,Herman,Mrs,Samuel (Jane Laver),Ticket,Family
707,1,2,female,45,0,0,223596,13.5,S,,,Kelly,Mrs,"Florence ""Fannie""",,Family
304,1,2,female,,0,0,226593,12.35,Q,E,1,Keane,Miss,Nora A,,Family
519,1,2,female,36,1,0,226875,26,S,,,Angle,Mrs,"William A (Florence ""Mary"" Agnes Hughes)",,
134,1,2,female,29,1,0,228414,26,S,,,Weisz,Mrs,Leopold (Mathilde Francoise Pede),,
345,0,2,male,36,0,0,229236,13,S,,,Fox,Mr,Stanley Hubert,,
149,0,2,male,36.5,0,2,230080,26,S,F,1,Navratil,Mr,"Michel (""Louis M Hoffman"")",Ticket,Family
194,1,2,male,3,1,1,230080,26,S,F,1,Navratil,Master,Michel M,Ticket,Family
341,1,2,male,2,1,1,230080,26,S,F,1,Navratil,Master,Edmond Roger,Ticket,Family
184,1,2,male,1,2,1,230136,39,S,F,1,Becker,Master,Richard F,Ticket,Family
619,1,2,female,4,2,1,230136,39,S,F,1,Becker,Miss,Marion Louise,Ticket,Family
260,1,2,female,50,0,1,230433,26,S,,,Parrish,Mrs,(Lutie Davis),Ticket,
881,1,2,female,25,0,1,230433,26,S,,,Shelley,Mrs,William (Imanita Parrish Hall),Ticket,
444,1,2,female,28,0,0,230434,13,S,,,Reynaldo,Ms,Encarnacion,,
99,1,2,female,34,0,1,231919,23,S,,,Doling,Mrs,John T (Ada Julia Bone),Ticket,Family
652,1,2,female,18,0,1,231919,23,S,,,Doling,Miss,Elsie,Ticket,Family
145,0,2,male,18,0,0,231945,11.5,S,,,Andrew,Mr,Edgardo Samuel,,
735,0,2,male,23,0,0,233639,13,S,,,Troupiansky,Mr,Moses Aaron,,
865,0,2,male,24,0,0,233866,13,S,,,Gill,Mr,John William,,
464,0,2,male,48,0,0,234360,13,S,,,Milling,Mr,Jacob Christian,,
191,1,2,female,32,0,0,234604,13,S,,,Pinsky,Mrs,(Rosa),,
667,0,2,male,25,0,0,234686,13,S,,,Butler,Mr,Reginald Fenton,,
323,1,2,female,30,0,0,234818,12.35,Q,,,Slayter,Miss,Hilda Mary,,
229,0,2,male,18,0,0,236171,13,S,,,Fahlstrom,Mr,Arne Jonas,,
866,1,2,female,42,0,0,236852,13,S,,,Bystrom,Mrs,(Karolina),,
729,0,2,male,25,1,0,236853,26,S,,,Bryhl,Mr,Kurt Arnold Gottfrid,,
233,0,2,male,59,0,0,237442,13.5,S,,,Sjostedt,Mr,Ernst Adolf,,
587,0,2,male,47,0,0,237565,15,S,,,Jarvis,Mr,John Denzil,,
636,1,2,female,28,0,0,237668,13,S,,,Davis,Miss,Mary,,
358,0,2,female,38,0,0,237671,13,S,,,Funk,Miss,Annie Clemmer,,
10,1,2,female,14,1,0,237736,30.0708,C,,,Nasser,Mrs,Nicholas (Adele Achem),Ticket,Family
123,0,2,male,32.5,1,0,237736,30.0708,C,,,Nasser,Mr,Nicholas,Ticket,Family
581,1,2,female,25,1,1,237789,30,S,,,Christy,Miss,Julie Rachel,,
289,1,2,male,42,0,0,237798,13,S,,,Hosono,Mr,Masabumi,,
467,0,2,male,,0,0,239853,0,S,,,Campbell,Mr,William,Ticket,
414,0,2,male,,0,0,239853,0,S,,,Cunningham,Mr,Alfred Fleming,Ticket,
278,0,2,male,,0,0,239853,0,S,,,Parkes,Mr,"Francis ""Frank""",Ticket,
482,0,2,male,,0,0,239854,0,S,,,Frost,Mr,"Anthony Wood ""Archie""",,
733,0,2,male,,0,0,239855,0,S,,,Knight,Mr,Robert J,,
675,0,2,male,,0,0,239856,0,S,,,Watson,Mr,Ennis Hastings,,
21,0,2,male,35,0,0,239865,26,S,,,Fynney,Mr,Joseph J,Ticket,
792,0,2,male,16,0,0,239865,26,S,,,Gaskell,Mr,Alfred,Ticket,
400,1,2,female,28,0,0,240929,12.65,S,,,Trout,Mrs,William H (Jessie L),,
218,0,2,male,42,1,0,243847,27,S,,,Jacobsohn,Mr,Sidney Samuel,Ticket,Family
601,1,2,female,24,2,1,243847,27,S,,,Jacobsohn,Mrs,Sidney Samuel (Amy Frances Christy),Ticket,Family
577,1,2,female,34,0,0,243880,13,S,,,Garside,Miss,Ethel,,
250,0,2,male,54,1,0,244252,26,S,,,Carter,Rev,Ernest Courtenay,Ticket,Family
855,0,2,female,44,1,0,244252,26,S,,,Carter,Mrs,Ernest Courtenay (Lilian Hughes),Ticket,Family
674,1,2,male,31,0,0,244270,13,S,,,Wilhelms,Mr,Charles,,
399,0,2,male,23,0,0,244278,10.5,S,,,Pain,Dr,Alfred,,
150,0,2,male,42,0,0,244310,13,S,,,Byles,Rev,Thomas Roussel Davids,,
552,0,2,male,27,0,0,244358,26,S,,,Sharp,Mr,Percival James R,,
344,0,2,male,25,0,0,244361,13,S,,,Sedgwick,Mr,Charles Frederick Waddington,,
100,0,2,male,34,1,0,244367,26,S,,,Kantor,Mr,Sinai,Ticket,Family
317,1,2,female,24,1,0,244367,26,S,,,Kantor,Mrs,Sinai (Miriam Sternin),Ticket,Family
18,1,2,male,,0,0,244373,13,S,,,Williams,Mr,Charles Eugene,,Family
22,1,2,male,34,0,0,248698,13,S,D,1,Beesley,Mr,Lawrence,,
16,1,2,female,55,0,0,248706,16,S,,,Hewlett,Mrs,(Mary D Kingcome) ,,
809,0,2,male,39,0,0,248723,13,S,,,Meyer,Mr,August,,Family
721,1,2,female,6,0,1,248727,33,S,,,Harper,Miss,"Annie Jessie ""Nina""",Ticket,Family
849,0,2,male,28,0,1,248727,33,S,,,Harper,Rev,John,Ticket,Family
597,1,2,female,,0,0,248727,33,S,,,Leitch,Miss,Jessie Wills,Ticket,
696,0,2,male,52,0,0,248731,13.5,S,,,Chapman,Mr,Charles Henry,,Family
346,1,2,female,24,0,0,248733,13,S,F,1,Brown,Miss,"Amelia ""Mildred""",,Family
79,1,2,male,0.83,0,2,248738,29,S,,,Caldwell,Master,Alden Gates,Ticket,Family
324,1,2,female,22,1,1,248738,29,S,,,Caldwell,Mrs,Albert Francis (Sylvia Mae Harbaugh),Ticket,Family
343,0,2,male,28,0,0,248740,13,S,,,Collander,Mr,Erik Gustaf,,
200,0,2,female,24,0,0,248747,13,S,,,Yrois,Miss,"Henriette (""Mrs Harbeck"")",,
724,0,2,male,50,0,0,250643,13,S,,,Hodges,Mr,Henry Price,,
273,1,2,female,41,0,1,250644,19.5,S,,,Mellinger,Mrs,(Elizabeth Anne Maidment),Ticket,Family
447,1,2,female,13,0,1,250644,19.5,S,,,Mellinger,Miss,Madeleine Violet,Ticket,Family
214,0,2,male,30,0,0,250646,13,S,,,Givard,Mr,Hans Kristensen,,
715,0,2,male,52,0,0,250647,13,S,,,Greenberg,Mr,Samuel,Ticket,
801,0,2,male,34,0,0,250647,13,S,,,Ponesell,Mr,Martin,Ticket,
748,1,2,female,30,0,0,250648,13,S,,,Sinkkonen,Miss,Anna,,
248,1,2,female,24,0,2,250649,14.5,S,,,Hamalainen,Mrs,William (Anna),Ticket,Family
756,1,2,male,0.67,1,1,250649,14.5,S,,,Hamalainen,Master,Viljo,Ticket,Family
313,0,2,female,26,1,1,250651,26,S,,,Lahtinen,Mrs,William (Anna Sylfven),,
418,1,2,female,18,0,2,250652,13,S,,,Silven,Miss,Lyyli Karoliina,,
179,0,2,male,30,0,0,250653,13,S,,,Hale,Mr,Reginald,,
706,0,2,male,39,0,0,250655,26,S,,,Morley,Mr,"Henry Samuel (""Mr Henry Marshall"")",Ticket,Family
428,1,2,female,19,0,0,250655,26,S,,,Phillips,Miss,"Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Ticket,
108,1,3,male,,0,0,312991,7.775,S,,,Moss,Mr,Albert Johan,,
409,0,3,male,21,0,0,312992,7.775,S,,,Birkeland,Mr,Hans Martin Monsen,,
668,0,3,male,,0,0,312993,7.775,S,,,Rommetvedt,Mr,Knud Paust,,
159,0,3,male,,0,0,315037,8.6625,S,,,Smiljanic,Mr,Mile,,
423,0,3,male,29,0,0,315082,7.875,S,,,Zimmerman,Mr,Leo,,
535,0,3,female,30,0,0,315084,8.6625,S,,,Cacic,Miss,Marija,,Family
501,0,3,male,17,0,0,315086,8.6625,S,,,Calic,Mr,Petar,,Family
350,0,3,male,42,0,0,315088,8.6625,S,,,Dimic,Mr,Jovan,,
472,0,3,male,38,0,0,315089,8.6625,S,,,Cacic,Mr,Luka,,Family
845,0,3,male,17,0,0,315090,8.6625,S,,,Culumovic,Mr,Jeso,,
164,0,3,male,17,0,0,315093,8.6625,S,,,Calic,Mr,Jovo,,Family
726,0,3,male,20,0,0,315094,8.6625,S,,,Oreskovic,Mr,Luka,,Family
405,0,3,female,20,0,0,315096,8.6625,S,,,Oreskovic,Miss,Marija,,Family
837,0,3,male,21,0,0,315097,8.6625,S,,,Pasic,Mr,Jakob,,
822,1,3,male,27,0,0,315098,8.6625,S,,,Lulic,Mr,Nikola,,
70,0,3,male,26,2,0,315151,8.6625,S,,,Kink,Mr,Vincenz,,
185,1,3,female,4,0,2,315153,22.025,S,,,Kink-Heilmann,Miss,Luise Gretchen,,
471,0,3,male,,0,0,323592,7.25,S,,,Keefe,Mr,Arthur,,
373,0,3,male,19,0,0,323951,8.05,S,,,Beavan,Mr,William Thomas,,
113,0,3,male,22,0,0,324669,8.05,S,,,Barton,Mr,David John,,
6,0,3,male,,0,0,330877,8.4583,Q,,,Moran,Mr,James,,Family
503,0,3,female,,0,0,330909,7.6292,Q,,,O'Sullivan,Miss,Bridget Mary,,
654,1,3,female,,0,0,330919,7.8292,Q,,,O'Leary,Miss,"Hanora ""Norah""",,
23,1,3,female,15,0,0,330923,8.0292,Q,,,McGowan,Miss,"Anna ""Annie""",,
359,1,3,female,,0,0,330931,7.8792,Q,,,McGovern,Miss,Mary,,
83,1,3,female,,0,0,330932,7.7875,Q,,,McDermott,Miss,Brigdet Delia,,
681,0,3,female,,0,0,330935,8.1375,Q,,,Peters,Miss,Katie,,
45,1,3,female,19,0,0,330958,7.8792,Q,,,Devaney,Miss,Margaret Delia,,
29,1,3,female,,0,0,330959,7.8792,Q,,,O'Dwyer,Miss,"Ellen ""Nellie""",,
553,0,3,male,,0,0,330979,7.8292,Q,,,O'Brien,Mr,Timothy,,Family
360,1,3,female,,0,0,330980,7.8792,Q,,,Mockler,Miss,"Helen Mary ""Ellie""",,
630,0,3,male,,0,0,334912,7.7333,Q,,,O'Connell,Mr,Patrick D,,
750,0,3,male,31,0,0,335097,7.75,Q,,,Connaghton,Mr,Michael,,
33,1,3,female,,0,0,335677,7.75,Q,,,Glynn,Miss,Mary Agatha,,
281,0,3,male,65,0,0,336439,7.75,Q,,,Duane,Mr,Frank,,
402,0,3,male,26,0,0,341826,8.05,S,,,Adams,Mr,John,,
677,0,3,male,24.5,0,0,342826,8.05,S,,,Sawyer,Mr,Frederick Charles,,
416,0,3,female,,0,0,343095,8.05,S,,,Meek,Mrs,Thomas (Annie Louise Rowley),,
107,1,3,female,21,0,0,343120,7.65,S,,,Salkjelsvik,Miss,Anna Kristine,,
90,0,3,male,24,0,0,343275,8.05,S,,,Celotti,Mr,Francesco,,
91,0,3,male,29,0,0,343276,8.05,S,,,Christmann,Mr,Emil,,
327,0,3,male,61,0,0,345364,6.2375,S,,,Nysveen,Mr,Johan Hansen,,
560,1,3,female,36,1,0,345572,17.4,S,,,de Messemaeker,Mrs,Guillaume Joseph (Emma),,
19,0,3,female,31,1,0,345763,18,S,,,Vander Planke,Mrs,Julius (Emelia Maria Vandemoortele),,Family
39,0,3,female,18,2,0,345764,18,S,,,Vander Planke,Miss,Augusta Maria,Ticket,Family
334,0,3,male,16,2,0,345764,18,S,,,Vander Planke,Mr,Leo Edmondus,Ticket,Family
874,0,3,male,47,0,0,345765,9,S,,,Vander Cruyssen,Mr,Victor,,
81,0,3,male,22,0,0,345767,9,S,,,Waelens,Mr,Achille,,
442,0,3,male,20,0,0,345769,9.5,S,,,Hampe,Mr,Leon,,
201,0,3,male,28,0,0,345770,9.5,S,,,Vande Walle,Mr,Nestor Cyriel,,
420,0,3,female,10,0,2,345773,24.15,S,,,Van Impe,Miss,Catharina,Ticket,Family
596,0,3,male,36,1,1,345773,24.15,S,,,Van Impe,Mr,Jean Baptiste,Ticket,Family
800,0,3,female,30,1,1,345773,24.15,S,,,Van Impe,Mrs,Jean Baptiste (Rosalie Paula Govaert),Ticket,Family
287,1,3,male,30,0,0,345774,9.5,S,,,de Mulder,Mr,Theodore,,
869,0,3,male,,0,0,345777,9.5,S,,,van Melkebeke,Mr,Philemon,,
283,0,3,male,16,0,0,345778,9.5,S,,,de Pelsmaeker,Mr,Alfons,,
82,1,3,male,29,0,0,345779,9.5,S,,,Sheerlinck,Mr,Jan Baptist,,
753,0,3,male,33,0,0,345780,9.5,S,,,Vande Velde,Mr,Johannes Joseph,,
771,0,3,male,24,0,0,345781,9.5,S,,,Lievens,Mr,Rene Aime,,
356,0,3,male,28,0,0,345783,9.5,S,,,Vanden Steen,Mr,Leo Peter,,
206,0,3,female,2,0,1,347054,10.4625,S,G,1,Strom,Miss,Telma Matilda,Ticket,Family
252,0,3,female,29,1,1,347054,10.4625,S,G,1,Strom,Mrs,Wilhelm (Elna Matilda Persson),Ticket,Family
852,0,3,male,74,0,0,347060,7.775,S,,,Svensson,Mr,Johan,,Family
130,0,3,male,45,0,0,347061,6.975,S,,,Ekstrom,Mr,Johan,,
720,0,3,male,33,0,0,347062,7.775,S,,,Johnson,Mr,Malkolm Joackim,,Family
806,0,3,male,31,0,0,347063,7.775,S,,,Johansson,Mr,Karl Johan,,Family
407,0,3,male,51,0,0,347064,7.75,S,,,Widegren,Mr,Carl/Charles Peter,,
232,0,3,male,29,0,0,347067,7.775,S,,,Larsson,Mr,Bengt Edvin,,Family
163,0,3,male,26,0,0,347068,7.775,S,,,Bengtsson,Mr,John Viktor,,
380,0,3,male,19,0,0,347069,7.775,S,,,Gustafsson,Mr,Karl Gideon,,Family
247,0,3,female,25,0,0,347071,7.775,S,,,Lindahl,Miss,Agda Thorilda Viktoria,,
277,0,3,female,45,0,0,347073,7.75,S,,,Lindblom,Miss,Augusta Charlotta,,
765,0,3,male,16,0,0,347074,7.775,S,,,Eklund,Mr,Hans Linus,,
443,0,3,male,25,1,0,347076,7.775,S,,,Petterson,Mr,Johan Emil,,
26,1,3,female,38,1,5,347077,31.3875,S,,,Asplund,Mrs,Carl Oscar (Selma Augusta Emilia Johansson),Ticket,Family
183,0,3,male,9,4,2,347077,31.3875,S,,,Asplund,Master,Clarence Gustaf Hugo,Ticket,Family
234,1,3,female,5,4,2,347077,31.3875,S,,,Asplund,Miss,Lillian Gertrud,Ticket,Family
262,1,3,male,3,4,2,347077,31.3875,S,,,Asplund,Master,Edvin Rojj Felix,Ticket,Family
776,0,3,male,18,0,0,347078,7.75,S,,,Myhrman,Mr,Pehr Fabian Oliver Malkolm,,
424,0,3,female,28,1,1,347080,14.4,S,,,Danbom,Mrs,Ernst Gilbert (Anna Sigrid Maria Brogren),Ticket,Family
617,0,3,male,34,1,1,347080,14.4,S,,,Danbom,Mr,Ernst Gilbert,Ticket,Family
142,1,3,female,22,0,0,347081,7.75,S,,,Nysten,Miss,Anna Sofia,,
14,0,3,male,39,1,5,347082,31.275,S,,,Andersson,Mr,Anders Johan,Ticket,Family
120,0,3,female,2,4,2,347082,31.275,S,,,Andersson,Miss,Ellis Anna Maria,Ticket,Family
542,0,3,female,9,4,2,347082,31.275,S,,,Andersson,Miss,Ingeborg Constanzia,Ticket,Family
543,0,3,female,11,4,2,347082,31.275,S,,,Andersson,Miss,Sigrid Elisabeth,Ticket,Family
611,0,3,female,39,1,5,347082,31.275,S,,,Andersson,Mrs,Anders Johan (Alfrida Konstantia Brogren),Ticket,Family
814,0,3,female,6,4,2,347082,31.275,S,,,Andersson,Miss,Ebba Iris Alfrida,Ticket,Family
851,0,3,male,4,4,2,347082,31.275,S,,,Andersson,Master,Sigvard Harald Elias,Ticket,Family
268,1,3,male,25,1,0,347083,7.775,S,,,Persson,Mr,Ernst Ulrik,,
555,1,3,female,22,0,0,347085,7.775,S,,,Ohman,Miss,Velin,,
808,0,3,female,18,0,0,347087,7.775,S,,,Pettersson,Miss,Ellen Natalia,,
64,0,3,male,4,3,2,347088,27.9,S,,,Skoog,Master,Harald,Ticket,Family
168,0,3,female,45,1,4,347088,27.9,S,,,Skoog,Mrs,William (Anna Bernhardina Karlsson),Ticket,Family
361,0,3,male,40,1,4,347088,27.9,S,,,Skoog,Mr,Wilhelm,Ticket,Family
635,0,3,female,9,3,2,347088,27.9,S,,,Skoog,Miss,Mabel,Ticket,Family
643,0,3,female,2,3,2,347088,27.9,S,,,Skoog,Miss,Margit Elizabeth,Ticket,Family
820,0,3,male,10,3,2,347088,27.9,S,,,Skoog,Master,Karl Thorsten,Ticket,Family
805,1,3,male,27,0,0,347089,6.975,S,,,Hedman,Mr,Oskar Arvid,,
282,0,3,male,28,0,0,347464,7.8542,S,,,Olsson,Mr,Nils Johan Goransson,,Family
92,0,3,male,20,0,0,347466,7.8542,S,,,Andreasson,Mr,Paul Edvin,,
834,0,3,male,23,0,0,347468,7.8542,S,,,Augustsson,Mr,Albert,,
316,1,3,female,26,0,0,347470,7.8542,S,,,Nilsson,Miss,Helmina Josefina,,
9,1,3,female,27,0,2,347742,11.1333,S,,,Johnson,Mrs,Oscar W (Elisabeth Vilhelmina Berg),Ticket,Family
173,1,3,female,1,1,1,347742,11.1333,S,,,Johnson,Miss,Eleanor Ileen,Ticket,Family
870,1,3,male,4,1,1,347742,11.1333,S,,,Johnson,Master,Harold Theodor,Ticket,Family
632,0,3,male,51,0,0,347743,7.0542,S,,,Lundahl,Mr,Johan Svensson,,
700,0,3,male,42,0,0,348121,7.65,S,F,2,Humblen,Mr,Adolf Mathias Nicolai Olsen,,
76,0,3,male,25,0,0,348123,7.65,S,F,2,Moen,Mr,Sigurd Hansen,,
716,0,3,male,19,0,0,348124,7.65,S,F,2,Soholt,Mr,Peter Andreas Lauritz Andersen,,
739,0,3,male,,0,0,349201,7.8958,S,,,Ivanoff,Mr,Kanio,,
795,0,3,male,25,0,0,349203,7.8958,S,,,Dantcheff,Mr,Ristiu,,
754,0,3,male,23,0,0,349204,7.8958,S,,,Jonkoff,Mr,Lalio,,
567,0,3,male,19,0,0,349205,7.8958,S,,,Stoytcheff,Mr,Ilia,,
288,0,3,male,22,0,0,349206,7.8958,S,,,Naidenoff,Mr,Penko,,
106,0,3,male,28,0,0,349207,7.8958,S,,,Mionoff,Mr,Stoytcho,,
77,0,3,male,,0,0,349208,7.8958,S,,,Staneff,Mr,Ivan,,
515,0,3,male,24,0,0,349209,7.4958,S,,,Coleff,Mr,Satio,,Family
664,0,3,male,36,0,0,349210,7.4958,S,,,Coleff,Mr,Peju,,Family
878,0,3,male,19,0,0,349212,7.8958,S,,,Petroff,Mr,Nedelio,,Family
848,0,3,male,35,0,0,349213,7.8958,C,,,Markoff,Mr,Marin,,
602,0,3,male,,0,0,349214,7.8958,S,,,Slabenoff,Mr,Petco,,
102,0,3,male,,0,0,349215,7.8958,S,,,Petroff,Mr,"Pastcho (""Pentcho"")",,Family
30,0,3,male,,0,0,349216,7.8958,S,,,Todoroff,Mr,Lalio,,
879,0,3,male,,0,0,349217,7.8958,S,,,Laleff,Mr,Kristo,,
740,0,3,male,,0,0,349218,7.8958,S,,,Nankoff,Mr,Minko,,
322,0,3,male,27,0,0,349219,7.8958,S,,,Danoff,Mr,Yoto,,
651,0,3,male,,0,0,349221,7.8958,S,,,Mitkoff,Mr,Mito,,
411,0,3,male,,0,0,349222,7.8958,S,,,Sdycoff,Mr,Todor,,
657,0,3,male,,0,0,349223,7.8958,S,,,Radeff,Mr,Alexander,,
629,0,3,male,26,0,0,349224,7.8958,S,,,Bostandyeff,Mr,Guentcho,,
336,0,3,male,,0,0,349225,7.8958,S,,,Denkoff,Mr,Mitto,,
385,0,3,male,,0,0,349227,7.8958,S,,,Plotcharsky,Mr,Vasil,,
688,0,3,male,19,0,0,349228,10.1708,S,,,Dakic,Mr,Branko,,
647,0,3,male,19,0,0,349231,7.8958,S,,,Cor,Mr,Liudevit,,
295,0,3,male,24,0,0,349233,7.8958,S,,,Mineff,Mr,Ivan,,
224,0,3,male,,0,0,349234,7.8958,S,,,Nenkoff,Mr,Christo,,
294,0,3,female,24,0,0,349236,8.85,S,,,Haas,Miss,Aloisia,,
50,0,3,female,18,1,0,349237,17.8,S,,,Arnold-Franchi,Mrs,Josef (Josefine Franchi),Ticket,Family
354,0,3,male,25,1,0,349237,17.8,S,,,Arnold-Franchi,Mr,Josef,Ticket,Family
286,0,3,male,33,0,0,349239,8.6625,C,,,Stankovic,Mr,Ivan,,
456,1,3,male,29,0,0,349240,7.8958,C,,,Jalsevac,Mr,Ivan,,
131,0,3,male,33,0,0,349241,7.8958,C,,,Drazenoic,Mr,Jozef,,
520,0,3,male,32,0,0,349242,7.8958,S,,,Pavlovic,Mr,Stefo,,
314,0,3,male,28,0,0,349243,7.8958,S,,,Hendekovic,Mr,Ignjac,,
798,1,3,female,31,0,0,349244,8.6833,S,,,Osman,Mrs,Mara,,
101,0,3,female,28,0,0,349245,7.8958,S,,,Petranec,Miss,Matilda,,
607,0,3,male,30,0,0,349246,7.8958,S,,,Karaic,Mr,Milan,,
190,0,3,male,36,0,0,349247,7.8958,S,,,Turcin,Mr,Stjepan,,
871,0,3,male,26,0,0,349248,7.8958,S,,,Balkic,Mr,Cerin,,
109,0,3,male,38,0,0,349249,7.8958,S,,,Rekic,Mr,Tido,,
562,0,3,male,40,0,0,349251,7.8958,S,,,Sivic,Mr,Husein,,
522,0,3,male,22,0,0,349252,7.8958,S,,,Vovk,Mr,Janko,,
43,0,3,male,,0,0,349253,7.8958,C,,,Kraeff,Mr,Theodor,,
421,0,3,male,,0,0,349254,7.8958,C,,,Gheorgheff,Mr,Stanio,,
692,1,3,female,4,0,1,349256,13.4167,C,,,Karun,Miss,Manca,,
882,0,3,male,33,0,0,349257,7.8958,S,,,Markun,Mr,Johann,,
8,0,3,male,2,3,1,349909,21.075,S,,,Palsson,Master,Gosta Leonard,Ticket,Family
25,0,3,female,8,3,1,349909,21.075,S,,,Palsson,Miss,Torborg Danira,Ticket,Family
375,0,3,female,3,3,1,349909,21.075,S,,,Palsson,Miss,Stina Viola,Ticket,Family
568,0,3,female,29,0,4,349909,21.075,S,,,Palsson,Mrs,Nils (Alma Cornelia Berglund),Ticket,Family
606,0,3,male,36,1,0,349910,15.55,S,,,Lindell,Mr,Edvard Bengtsson,,
676,0,3,male,18,0,0,349912,7.775,S,,,Edvardsson,Mr,Gustaf Hjalmar,,
705,0,3,male,26,1,0,350025,7.8542,S,,,Hansen,Mr,Henrik Juul,,Family
861,0,3,male,41,2,0,350026,14.1083,S,,,Hansen,Mr,Claus Peter,,Family
624,0,3,male,21,0,0,350029,7.8542,S,,,Hansen,Mr,Henry Damsgaard,,Family
392,1,3,male,21,0,0,350034,7.7958,S,,,Jansson,Mr,Carl Olof,,
500,0,3,male,24,0,0,350035,7.7958,S,,,Svensson,Mr,Olof,,Family
689,0,3,male,18,0,0,350036,7.7958,S,,,Fischer,Mr,Eberhard Thelander,,
757,0,3,male,28,0,0,350042,7.7958,S,,,Carlsson,Mr,August Sigfrid,,Family
147,1,3,male,27,0,0,350043,7.7958,S,,,Andersson,Mr,"August Edvard (""Wennerstrom"")",,Family
193,1,3,female,19,1,0,350046,7.8542,S,,,Andersen-Jensen,Miss,Carla Christine Nielsine,,
772,0,3,male,48,0,0,350047,7.8542,S,,,Jensen,Mr,Niels Peder,,Family
722,0,3,male,17,1,0,350048,7.0542,S,,,Jensen,Mr,Svend Lauritz,,Family
641,0,3,male,20,0,0,350050,7.8542,S,,,Jensen,Mr,Hans Peder,,Family
396,0,3,male,22,0,0,350052,7.7958,S,,,Johansson,Mr,Erik,,Family
479,0,3,male,22,0,0,350060,7.5208,S,,,Karlsson,Mr,Nils August,,
176,0,3,male,18,1,1,350404,7.8542,S,,,Klasen,Mr,Klas Albin,,
15,0,3,female,14,0,0,350406,7.8542,S,,,Vestrom,Miss,Hulda Amanda Adolfina,,
397,0,3,female,31,0,0,350407,7.8542,S,,,Olsson,Miss,Elina,,Family
570,1,3,male,32,0,0,350417,7.8542,S,,,Jonsson,Mr,Carl,,
761,0,3,male,,0,0,358585,14.5,S,,,Garfirth,Mr,John,Ticket,
576,0,3,male,19,0,0,358585,14.5,S,,,Patchett,Mr,George,Ticket,
251,0,3,male,,0,0,362316,7.25,S,,,Reed,Mr,James George,,
166,1,3,male,9,0,2,363291,20.525,S,,,Goldsmith,Master,"Frank John William ""Frankie""",Ticket,Family
329,1,3,female,31,1,1,363291,20.525,S,,,Goldsmith,Mrs,Frank John (Emily Alice Brown),Ticket,Family
549,0,3,male,33,1,1,363291,20.525,S,,,Goldsmith,Mr,Frank John,Ticket,Family
759,0,3,male,34,0,0,363294,8.05,S,,,Theobald,Mr,Thomas Leonard,,
697,0,3,male,44,0,0,363592,8.05,S,,,Kelly,Mr,James,,Family
539,0,3,male,,0,0,364498,14.5,S,,,Risien,Mr,Samuel Beard,,
815,0,3,male,30.5,0,0,364499,8.05,S,,,Tomlin,Mr,Ernest Portage,,
95,0,3,male,59,0,0,364500,7.25,S,,,Coxon,Mr,Daniel,,
462,0,3,male,34,0,0,364506,8.05,S,,,Morley,Mr,William,,Family
604,0,3,male,44,0,0,364511,8.05,S,,,Torber,Mr,Ernst William,,
615,0,3,male,35,0,0,364512,8.05,S,,,Brocklebank,Mr,William Alfred,,
80,1,3,female,30,0,0,364516,12.475,S,,,Dowdell,Miss,Elizabeth,Ticket,
