Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.10,s13a.j.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
5393,230,Deodorant J,1,4,1,3,2,4,4,5,4,5,2,3,3,4,2,4,3,4,2,4,5,4,1,3,5,1,2,3,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,2,3,6,6,3,4,4,5,7,2,1,0,0,3
5394,230,Deodorant J,0,5,1,3,1,5,4,5,3,2,4,4,3,4,4,4,4,5,1,4,2,1,2,1,2,5,2,5,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,2,3,5,7,2,4,4,3,5,2,1,0,0,4
5395,230,Deodorant J,0,6,1,3,2,4,5,1,5,2,5,5,4,5,1,1,5,5,1,5,2,4,4,4,2,5,3,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,1,5,8,2,4,3,3,6,1,1,0,0,3
5396,230,Deodorant J,0,5,1,4,1,3,4,1,5,2,4,4,5,1,3,4,4,5,1,5,5,4,1,3,5,4,4,5,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,1,2,6,7,1,4,4,4,3,2,1,0,0,4
5397,230,Deodorant J,1,3,0,4,2,4,2,5,2,1,4,4,5,5,3,1,5,5,1,4,3,2,2,3,3,4,5,4,1,3,0,,,,0,0,1,,,1,0,0,0,,,,,0,0,,1,4,2,2,6,8,5,4,1,5,4,2,1,0.25,0,6
5398,230,Deodorant J,1,2,0,3,5,3,3,1,3,3,5,5,2,4,4,5,5,4,1,4,5,4,3,5,4,2,5,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,2,2,5,4,6,4,2,3,3,1,5,0,0,4
5399,230,Deodorant J,0,5,1,4,5,4,3,2,5,1,5,1,4,4,5,1,3,4,1,4,1,2,3,5,3,3,2,5,2,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,3,3,6,8,3,4,2,4,2,1,1,0,0,2
5400,230,Deodorant J,1,4,2,5,5,3,5,1,4,5,4,1,5,4,2,1,2,5,1,4,5,2,2,2,3,4,5,3,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,3,3,8,4,4,1,4,10,5,2,0,0,3
5401,230,Deodorant J,0,6,2,3,3,3,5,1,4,4,3,3,3,5,5,2,5,5,1,4,3,3,5,5,5,4,5,1,2,3,0,,,,0,0,0,,,1,0,0,0,,,,,1,0,,4,2,3,1,1,4,2,4,2,2,2,1,1,0,0,2
5402,230,Deodorant J,0,6,2,1,5,5,5,5,3,2,3,5,4,4,5,1,5,5,2,5,3,3,3,4,1,4,4,3,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,2,3,5,2,2,4,1,5,6,3,1,0,0,3
5403,230,Deodorant J,0,6,0,3,2,4,5,5,5,1,5,5,2,3,4,1,4,5,2,4,4,2,4,3,1,3,5,4,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,3,7,1,2,4,1,2,5,2,1,0,0,2
5404,230,Deodorant J,0,5,3,3,2,3,5,4,4,4,5,2,5,5,5,5,5,5,1,1,4,1,4,3,2,4,4,1,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,1,3,6,7,2,4,2,2,3,2,3,0,0,4
5405,230,Deodorant J,0,5,1,4,1,4,5,3,3,1,3,3,2,5,4,4,1,5,4,4,4,4,1,1,2,5,4,2,5,5,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,1,3,7,2,2,4,4,2,3,3,1,0,0,2
5406,230,Deodorant J,0,5,0,4,1,4,5,2,1,1,3,4,3,5,3,5,4,5,1,5,3,1,5,3,3,5,4,2,2,2,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,2,3,1,1,5,8,2,4,2,4,4,1,2,0,0,6
5407,230,Deodorant J,0,5,2,3,1,5,4,1,2,1,4,4,1,4,4,2,1,4,3,4,4,3,2,2,4,2,3,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,2,7,3,2,4,5,3,2,2,2,0,0,1
5408,230,Deodorant J,1,4,1,3,2,5,3,3,5,2,4,4,1,5,4,5,2,4,3,5,3,1,4,3,4,5,3,3,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,2,3,7,8,2,4,3,4,8,2,1,0,0,5
5409,230,Deodorant J,0,6,1,3,2,4,1,1,5,1,5,2,5,3,5,2,1,5,2,3,5,2,4,3,2,1,3,4,2,4,0,,,,0,1,0,,,0,0,0,0,,,,,1,0,,1,1,1,1,6,6,7,4,1,3,4,2,1,0,0,1
5410,230,Deodorant J,1,3,1,3,1,2,2,3,1,1,4,5,3,5,2,4,4,5,2,4,3,2,3,3,2,5,2,2,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,2,2,6,1,2,4,3,2,6,1,5,0.333333333,0,2
5411,230,Deodorant J,0,5,2,3,2,1,4,2,4,1,3,5,5,5,4,2,4,5,5,2,4,3,3,4,1,4,4,1,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,2,3,3,5,10,3,4,1,3,7,2,1,0,0,6
5412,230,Deodorant J,0,7,1,5,2,2,4,4,4,1,4,5,3,5,3,1,4,4,3,4,1,1,4,3,4,3,3,5,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,3,3,5,9,5,4,1,2,6,2,5,0,0,3
5413,230,Deodorant J,0,5,1,3,1,5,4,3,3,1,4,3,4,5,5,2,5,5,1,4,5,1,3,4,3,3,2,5,4,2,1,,,,0,0,1,,,0,0,0,0,,,,,0,0,,4,4,1,3,6,1,7,4,2,2,3,2,2,0,0,4
5414,230,Deodorant J,0,7,1,3,4,5,4,2,4,3,3,4,5,5,5,4,5,3,2,5,4,2,3,3,3,2,4,5,3,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,3,4,3,2,1,7,2,4,3,2,2,1,4,0,0,2
5415,230,Deodorant J,0,7,1,3,1,5,4,2,3,4,5,2,5,5,2,1,5,3,1,2,4,2,1,4,3,5,3,3,3,-1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,1,1,5,1,7,4,1,4,4,1,1,0,0,5
5416,230,Deodorant J,0,6,1,3,1,5,1,1,5,1,1,5,5,5,4,3,3,5,1,5,3,1,5,3,3,5,3,1,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,2,5,5,2,4,1,2,4,1,1,0,0,3
5417,230,Deodorant J,0,5,2,3,2,5,5,1,5,2,4,5,5,4,5,5,4,5,2,5,3,5,2,3,2,4,3,4,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,1,3,5,1,7,4,1,4,2,2,2,0,0,6
5418,230,Deodorant J,1,1,1,5,2,3,5,2,3,2,4,4,4,4,3,2,4,4,2,3,3,3,5,2,5,3,5,5,1,3,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,4,3,3,3,6,7,6,4,1,4,3,3,1,0,0,1
5419,230,Deodorant J,1,4,0,5,5,4,4,1,1,4,1,4,5,5,4,1,5,4,1,4,3,2,1,1,3,3,3,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,3,1,6,9,2,4,1,4,8,1,2,0.333333333,0,1
5420,230,Deodorant J,0,6,1,4,3,1,5,1,3,1,4,5,3,3,4,1,1,3,3,4,3,2,2,1,1,2,2,2,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,2,2,3,7,6,5,4,1,2,7,1,1,0,0,2
5421,230,Deodorant J,0,5,1,3,5,5,4,5,4,1,4,5,4,5,4,2,5,3,3,5,4,1,1,4,4,5,4,4,5,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,2,3,2,1,8,3,4,3,2,4,1,1,0,0,2
5422,230,Deodorant J,0,6,3,3,3,4,2,1,2,3,5,5,4,4,5,4,4,4,1,5,5,2,3,2,2,5,3,1,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,1,5,9,5,4,4,3,5,2,2,0,0,1
5423,230,Deodorant J,0,6,0,5,1,4,4,4,4,2,5,5,3,4,1,1,3,4,5,4,3,4,4,3,2,2,4,4,4,2,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,3,4,3,3,7,1,2,4,3,3,5,1,5,0,0,1
5424,230,Deodorant J,0,5,1,3,1,1,5,2,5,4,4,5,4,3,2,3,4,3,3,4,3,2,4,3,1,4,5,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,3,1,3,7,3,4,1,4,7,2,6,0,0,3
5425,230,Deodorant J,0,7,1,3,4,5,4,2,2,1,2,3,5,2,1,2,5,5,1,1,5,2,3,4,3,1,4,3,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,2,1,7,2,4,2,2,10,2,2,0,0,6
5426,230,Deodorant J,0,5,2,4,4,4,4,1,1,2,3,4,2,2,5,1,4,5,2,4,3,1,5,5,1,2,1,4,2,4,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,1,3,3,3,6,5,7,4,1,2,10,1,2,0,0,4
5427,230,Deodorant J,0,6,1,3,1,4,4,1,2,5,5,1,3,5,4,2,5,4,1,4,2,2,4,5,3,4,5,4,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,2,2,6,2,1,4,1,2,3,1,2,0,0,1
5428,230,Deodorant J,0,5,2,3,3,2,4,2,4,2,5,4,5,1,2,5,2,5,2,5,3,5,1,5,1,4,3,2,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,2,2,8,2,4,1,5,6,1,1,0,0,5
5429,230,Deodorant J,1,4,0,1,1,4,3,2,5,2,3,1,5,3,2,3,1,4,2,5,4,1,3,1,4,5,5,5,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,1,1,3,3,1,3,4,1,2,5,2,2,0,0,5
5430,230,Deodorant J,0,6,1,3,5,1,4,1,2,4,5,5,2,5,5,4,5,5,1,5,3,1,3,5,5,2,5,3,2,1,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,5,3,1,5,4,2,4,1,2,5,1,2,0,0,1
5431,230,Deodorant J,1,4,0,3,4,2,3,1,3,1,5,1,3,4,1,4,5,3,5,5,2,5,3,4,3,4,2,2,3,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,5,2,3,6,2,3,4,2,3,6,1,3,0,0,5
5432,230,Deodorant J,0,5,0,2,1,4,4,1,2,2,5,5,1,5,3,5,3,3,2,4,4,4,1,1,1,4,4,4,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,3,5,1,3,4,3,4,8,1,1,0,0,3
5433,230,Deodorant J,0,6,1,3,1,3,5,1,3,2,5,5,4,5,3,1,2,5,1,5,5,2,3,4,4,5,5,5,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,1,3,1,7,10,2,4,3,4,10,2,2,0,0,1
5434,230,Deodorant J,0,6,0,3,5,1,1,5,5,4,4,4,4,4,3,1,1,5,1,3,4,2,3,5,4,1,5,5,2,1,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,7,5,2,4,1,2,5,2,2,0,0,2
5435,230,Deodorant J,0,7,2,4,5,5,4,1,4,3,4,4,3,4,5,3,5,3,2,4,3,2,5,5,4,5,5,4,5,4,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,7,5,5,4,1,3,2,1,2,0,0,5
5436,230,Deodorant J,1,4,2,2,3,4,4,3,5,1,5,4,4,5,1,5,3,1,2,4,2,2,3,5,2,5,3,4,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,1,2,2,9,7,4,1,4,3,3,4,0,0,2
5437,230,Deodorant J,0,6,0,3,3,5,5,2,5,3,5,4,4,4,1,5,4,5,1,2,5,4,5,4,3,3,5,4,1,3,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,1,2,3,7,5,7,4,4,3,5,1,1,0,0,4
5438,230,Deodorant J,0,6,2,3,2,3,4,5,2,2,4,5,5,3,5,4,4,2,1,3,3,3,5,5,3,5,4,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,2,1,7,9,5,4,1,2,10,1,1,0,0,6
5439,230,Deodorant J,0,5,2,3,3,4,4,3,2,1,4,5,4,4,1,3,5,4,1,3,5,2,4,2,5,5,1,5,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,2,1,7,7,4,1,4,3,2,1,0,0,5
5440,230,Deodorant J,0,6,0,3,2,4,2,3,5,2,2,4,5,5,5,3,1,4,4,2,5,1,1,5,4,3,2,3,1,-1,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,5,2,3,3,5,1,4,4,1,3,4,1,1,0,0,1
5441,230,Deodorant J,0,5,1,5,2,4,3,3,5,5,3,5,4,4,1,4,1,2,1,5,4,1,4,5,4,2,4,4,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,1,6,6,7,4,1,4,2,1,2,0,0,6
5442,230,Deodorant J,0,7,1,4,3,4,5,1,4,5,2,5,5,5,3,3,3,4,1,4,3,1,2,3,2,5,2,4,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,1,2,2,7,3,4,1,4,4,2,1,0,0,3
5443,230,Deodorant J,0,6,0,3,3,3,5,2,4,2,5,2,2,5,2,1,1,5,1,5,4,4,3,2,2,3,4,5,1,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,3,3,6,10,2,4,1,3,4,1,1,0,0,3
5444,230,Deodorant J,0,7,1,3,2,4,1,3,5,2,5,2,4,5,5,3,4,5,1,3,4,5,4,3,2,4,4,4,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,1,2,5,9,6,4,1,4,2,2,6,0,0,6
5445,230,Deodorant J,1,4,1,4,4,5,5,1,5,2,3,5,4,2,5,2,4,5,2,2,2,1,3,2,5,4,2,4,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,1,5,9,2,4,1,6,4,4,6,0,0,3
5446,230,Deodorant J,0,5,0,3,4,4,4,1,1,1,1,4,3,5,5,2,3,5,5,4,4,2,4,4,3,5,5,1,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,3,5,7,2,4,1,3,6,2,1,0,0,3
5447,230,Deodorant J,0,6,2,3,5,3,2,2,3,2,4,5,4,4,5,2,4,5,2,2,2,4,2,5,1,5,5,4,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,6,7,7,4,4,2,4,2,1,0,0,4
5448,230,Deodorant J,0,5,1,3,1,4,3,2,5,2,5,5,3,4,5,1,4,3,4,2,3,3,5,2,3,5,4,3,5,1,0,,,,1,0,0,,,1,0,0,0,,,,,0,0,,3,5,2,3,7,9,2,4,3,3,6,2,1,0,0,3
5449,230,Deodorant J,0,5,0,2,5,4,5,2,1,1,5,5,3,4,5,4,4,5,4,5,2,1,2,3,4,4,2,5,1,2,0,,,,1,0,0,,,0,0,1,0,,,,,0,0,,3,3,1,1,5,4,2,4,1,3,5,4,6,0,0,4
5450,230,Deodorant J,0,6,0,3,3,4,4,1,2,2,3,5,4,4,5,4,2,5,1,4,4,1,1,1,5,1,4,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,1,2,6,8,3,4,1,3,6,2,1,0,0,2
5451,230,Deodorant J,0,6,2,3,4,5,4,4,1,3,4,3,5,2,5,2,5,5,4,5,5,2,5,4,4,5,5,2,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,1,2,7,6,2,4,3,5,4,3,1,0,0,5
5452,230,Deodorant J,0,6,0,2,5,4,2,1,4,3,3,5,4,4,3,1,3,4,4,5,5,1,2,4,3,5,3,3,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,1,0,,5,3,2,3,6,4,1,4,1,3,5,2,1,0,0,6
5453,230,Deodorant J,0,7,0,3,3,5,3,3,3,1,4,1,5,5,1,1,1,5,3,4,4,3,1,4,4,5,2,1,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,2,2,3,3,5,6,4,1,2,7,2,1,0,0,3
5454,230,Deodorant J,1,2,2,5,4,1,5,2,5,2,4,4,5,3,5,1,4,5,1,5,3,1,4,5,3,2,5,2,4,2,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,2,2,1,6,6,3,4,3,3,5,1,1,0,0,3
5455,230,Deodorant J,0,7,2,3,1,4,5,5,3,2,4,3,3,4,4,1,4,3,1,5,2,3,4,2,1,1,4,2,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,1,3,1,10,2,4,1,4,4,2,1,0.142857143,0,6
5456,230,Deodorant J,0,5,2,3,3,4,5,4,4,1,1,5,2,5,4,1,4,5,3,5,3,4,4,2,4,4,1,1,1,0,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,3,1,3,5,7,2,4,1,3,2,1,1,0,0,6
5457,230,Deodorant J,0,5,2,3,3,3,3,3,5,4,3,4,3,1,1,4,1,5,1,3,4,1,3,4,3,2,1,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,1,2,8,2,4,1,3,4,3,3,0,0,2
5458,230,Deodorant J,0,5,1,3,5,5,4,1,4,2,3,3,2,5,5,4,4,5,3,3,3,4,5,3,4,3,5,5,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,4,8,7,4,1,3,4,2,6,0,0,2
5459,230,Deodorant J,0,5,1,3,5,1,5,2,5,2,4,4,3,4,1,4,1,1,1,5,5,4,4,3,4,1,5,5,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,4,3,3,2,6,2,4,1,4,2,2,2,0,0,3
5460,230,Deodorant J,0,6,1,3,4,5,1,2,5,4,3,3,5,1,4,2,4,3,1,5,4,4,3,2,3,3,4,5,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,2,1,6,10,7,4,1,3,3,1,1,0,0,4
5461,230,Deodorant J,0,5,1,4,5,5,3,1,2,2,5,4,3,1,2,2,5,4,1,4,5,1,2,3,2,3,3,5,1,0,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,2,4,3,1,7,5,5,4,3,3,6,2,2,0,0,2
5462,230,Deodorant J,0,5,0,5,1,5,4,1,2,2,5,1,4,4,2,4,5,4,2,5,3,4,3,4,2,5,4,3,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,2,4,10,2,4,1,3,4,1,6,0,0,6
5463,230,Deodorant J,0,5,0,3,4,1,5,3,5,5,4,5,5,5,4,3,4,4,1,4,3,1,2,3,3,5,3,3,2,-1,0,,,,1,0,0,,,1,0,0,0,,,,,0,0,,4,2,1,2,6,8,2,4,2,2,3,2,2,0,0,1
5464,230,Deodorant J,1,2,0,3,3,4,4,1,5,3,4,2,4,3,1,1,1,4,2,5,2,4,5,5,1,2,4,3,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,1,3,6,6,7,4,2,2,3,2,1,0,0,3
5465,230,Deodorant J,0,5,1,3,3,1,4,1,3,3,4,4,5,4,3,5,3,3,2,5,5,3,2,5,5,5,3,5,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,3,5,6,3,4,1,2,8,1,1,0,0,1
5466,230,Deodorant J,0,7,2,3,2,5,4,2,5,2,4,5,5,4,3,1,4,2,4,4,4,3,1,1,5,5,5,2,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,1,5,8,7,4,1,3,7,1,1,0,0,3
5467,230,Deodorant J,1,4,2,3,5,5,4,1,4,1,5,4,4,5,4,2,4,4,1,3,5,5,4,3,3,2,3,5,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,1,2,6,7,6,4,1,4,9,1,1,0,0,1
5468,230,Deodorant J,0,5,2,3,1,4,2,1,4,2,1,5,5,1,3,4,4,3,2,2,1,2,2,5,3,2,3,5,3,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,2,2,3,2,4,1,4,6,2,3,0,0,4
5469,230,Deodorant J,1,1,0,4,1,4,4,2,5,4,3,4,3,4,3,5,3,5,1,4,5,4,4,4,3,1,5,4,3,2,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,4,3,2,1,3,8,2,4,2,3,10,1,1,0,0,1
5470,230,Deodorant J,1,2,0,2,5,5,5,3,4,2,3,4,1,1,5,3,5,4,2,2,4,1,2,1,5,4,2,4,2,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,1,3,6,9,7,4,1,4,3,2,6,0,0,6
5471,230,Deodorant J,0,5,4,4,5,1,3,2,5,2,4,4,4,5,5,1,5,1,3,3,3,1,4,3,3,4,5,1,5,0,0,,,,1,0,0,,,1,0,0,0,,,,,0,0,,5,4,1,3,5,7,7,4,1,3,4,1,1,0,0,1
5472,230,Deodorant J,0,7,2,3,4,2,4,1,3,1,5,4,1,4,4,2,3,2,1,5,1,1,1,2,2,3,4,1,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,1,5,9,2,4,2,4,3,1,1,0,0,3
5473,230,Deodorant J,0,5,1,3,1,5,4,3,5,5,3,4,2,5,4,1,3,4,1,4,4,3,3,1,4,5,3,1,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,1,2,2,1,2,4,1,4,9,2,7,0.5,0,1
5474,230,Deodorant J,0,7,0,3,2,1,4,1,4,1,4,1,4,4,5,2,4,5,5,4,3,3,3,2,4,4,5,2,2,3,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,4,1,3,1,7,10,2,4,3,3,3,4,2,0,1,2
5475,230,Deodorant J,0,6,1,3,2,1,4,2,4,2,5,2,3,5,1,2,3,3,2,3,3,1,4,4,5,3,4,5,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,1,1,3,9,4,4,2,4,6,2,1,0,0,1
5476,230,Deodorant J,0,5,0,4,5,2,2,3,5,1,2,2,5,4,3,2,5,4,5,3,3,5,1,1,5,4,3,5,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,7,8,3,4,1,2,10,1,4,0,0,2
5477,230,Deodorant J,1,4,1,3,2,5,3,3,3,4,4,4,4,5,5,5,3,4,1,3,4,1,4,4,4,3,3,5,1,0,0,,,,0,0,1,,,1,0,0,0,,,,,0,0,,5,1,2,1,6,10,7,4,3,4,7,2,1,0,0,3
5478,230,Deodorant J,0,6,1,4,1,4,1,2,4,5,4,2,5,4,3,2,5,3,1,5,3,5,5,1,3,1,1,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,2,5,6,7,4,1,3,3,1,6,0,0,6
5479,230,Deodorant J,0,6,0,3,3,5,3,5,4,1,5,4,5,5,3,4,5,5,2,5,4,4,3,3,5,2,3,5,4,-1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,4,1,3,6,6,7,4,1,3,4,2,1,0,0,4
5480,230,Deodorant J,1,4,2,3,3,5,1,1,5,2,4,4,2,4,5,4,3,3,1,2,1,4,2,5,5,5,3,2,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,2,5,9,2,4,1,4,2,2,1,0,0,3
5481,230,Deodorant J,0,5,1,3,4,3,2,1,1,1,2,5,3,5,5,5,5,2,1,3,4,2,2,3,3,2,4,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,4,2,1,5,8,7,4,2,5,7,1,6,0,0,2
5482,230,Deodorant J,0,7,4,3,5,4,3,2,4,4,5,3,5,5,4,3,4,4,1,5,3,2,4,4,4,3,5,3,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,3,1,6,5,2,4,3,2,5,1,1,0,0,2
5483,230,Deodorant J,0,5,2,3,1,5,3,3,5,1,5,1,3,4,5,1,4,4,5,3,4,5,5,3,3,5,4,5,1,1,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,3,4,2,1,6,8,2,4,3,2,10,1,1,0,0,2
5484,230,Deodorant J,1,4,0,5,1,4,2,2,2,3,5,5,5,5,5,2,5,4,3,1,2,2,4,2,2,5,3,4,4,4,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,3,4,10,2,4,1,2,9,1,1,0,0,6
5485,230,Deodorant J,0,5,0,2,3,5,3,4,2,4,5,4,4,5,2,2,4,5,1,1,3,3,2,1,5,5,4,3,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,1,2,10,4,4,2,4,2,5,2,0,0,5
5486,230,Deodorant J,0,6,2,4,1,5,4,1,1,3,4,4,3,5,3,1,3,5,2,1,4,1,4,5,5,5,2,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,1,1,6,9,2,4,1,2,5,1,1,0,0,2
5487,230,Deodorant J,1,2,0,5,4,4,4,2,3,1,5,2,4,4,4,5,1,5,5,5,5,3,5,5,2,5,3,1,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,5,3,3,6,8,6,4,1,2,10,2,1,0,0,3
5488,230,Deodorant J,0,5,0,3,1,4,4,3,3,4,5,2,5,4,2,1,4,3,1,3,4,2,3,4,4,5,3,4,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,2,1,3,6,1,2,4,1,3,2,1,1,0.2,0,2
5489,230,Deodorant J,0,6,0,3,1,1,1,2,3,4,5,4,5,5,5,3,4,5,5,2,3,1,1,4,5,5,1,3,3,1,0,,,,1,1,0,,,0,0,0,0,,,,,1,0,,3,2,2,1,4,6,1,4,4,2,2,2,5,0,0,5
5490,230,Deodorant J,1,4,1,4,1,4,5,2,5,1,2,4,4,5,5,2,4,4,1,2,3,3,4,5,2,3,5,5,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,2,1,1,7,3,4,1,2,9,2,1,0,0,6
5491,230,Deodorant J,0,5,1,4,1,4,5,5,3,2,4,2,4,4,5,2,4,5,1,2,1,3,1,4,4,3,3,5,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,1,1,1,5,2,4,1,2,7,1,1,0,0,2
