"","data_test.Respondent.ID","data_test.Product","predict_model_log_1"
"872",5171,"Deodorant B",1
"873",5172,"Deodorant B",0
"874",5173,"Deodorant B",0
"875",5174,"Deodorant B",0
"876",5175,"Deodorant B",0
"877",5176,"Deodorant B",0
"878",5177,"Deodorant B",1
"879",5178,"Deodorant B",0
"880",5179,"Deodorant B",1
"881",5180,"Deodorant B",1
"882",5181,"Deodorant B",1
"883",5182,"Deodorant B",0
"884",5183,"Deodorant B",0
"885",5184,"Deodorant B",1
"886",5185,"Deodorant B",0
"887",5186,"Deodorant B",1
"888",5187,"Deodorant B",0
"889",5188,"Deodorant B",0
"890",5189,"Deodorant B",0
"891",5190,"Deodorant B",0
"892",5191,"Deodorant B",0
"893",5192,"Deodorant B",0
"894",5193,"Deodorant B",1
"895",5194,"Deodorant B",1
"896",5195,"Deodorant B",1
"897",5196,"Deodorant B",1
"898",5197,"Deodorant B",0
"899",5198,"Deodorant B",1
"900",5199,"Deodorant B",0
"901",15003,"Deodorant B",0
"902",15008,"Deodorant B",0
"903",15009,"Deodorant B",0
"904",15011,"Deodorant B",0
"905",15012,"Deodorant B",0
"906",15013,"Deodorant B",0
"907",15016,"Deodorant B",0
"908",15018,"Deodorant B",0
"909",15029,"Deodorant B",0
"910",15032,"Deodorant B",0
"911",15034,"Deodorant B",0
"912",15039,"Deodorant B",0
"913",15044,"Deodorant B",0
"914",15057,"Deodorant B",1
"915",15058,"Deodorant B",0
"916",15063,"Deodorant B",0
"917",15064,"Deodorant B",0
"918",15069,"Deodorant B",0
"919",15070,"Deodorant B",0
"920",15074,"Deodorant B",1
"921",15081,"Deodorant B",0
"922",15094,"Deodorant B",1
"923",15103,"Deodorant B",0
"924",15108,"Deodorant B",0
"925",15109,"Deodorant B",0
"926",15115,"Deodorant B",1
"927",15119,"Deodorant B",0
"928",15126,"Deodorant B",0
"929",15137,"Deodorant B",0
"930",15139,"Deodorant B",0
"931",15142,"Deodorant B",0
"932",15168,"Deodorant B",0
"933",15169,"Deodorant B",0
"934",15170,"Deodorant B",0
"935",15172,"Deodorant B",1
"936",15176,"Deodorant B",0
"937",15181,"Deodorant B",0
"938",15186,"Deodorant B",0
"939",15189,"Deodorant B",0
"940",15207,"Deodorant B",0
"941",15214,"Deodorant B",0
"942",15215,"Deodorant B",0
"943",15219,"Deodorant B",0
"944",15223,"Deodorant B",0
"945",15227,"Deodorant B",1
"946",15229,"Deodorant B",0
"947",15232,"Deodorant B",0
"948",15233,"Deodorant B",0
"949",15235,"Deodorant B",1
"950",15239,"Deodorant B",0
"951",15243,"Deodorant B",0
"952",15244,"Deodorant B",0
"953",15252,"Deodorant B",1
"954",15259,"Deodorant B",0
"955",15260,"Deodorant B",1
"956",15275,"Deodorant B",1
"957",15280,"Deodorant B",0
"958",15283,"Deodorant B",0
"959",15289,"Deodorant B",0
"960",15293,"Deodorant B",0
"961",15295,"Deodorant B",0
"962",15296,"Deodorant B",0
"963",15297,"Deodorant B",0
"964",15301,"Deodorant B",0
"965",15304,"Deodorant B",1
"966",15305,"Deodorant B",0
"967",15307,"Deodorant B",0
"968",15310,"Deodorant B",1
"969",15314,"Deodorant B",0
"970",15319,"Deodorant B",1
"971",15322,"Deodorant B",0
"972",15324,"Deodorant B",0
"973",15354,"Deodorant B",0
"974",15360,"Deodorant B",0
"975",15363,"Deodorant B",0
"976",15369,"Deodorant B",0
"977",15386,"Deodorant B",1
"978",15389,"Deodorant B",1
"979",15395,"Deodorant B",0
"980",15423,"Deodorant B",0
"981",15430,"Deodorant B",0
"982",15443,"Deodorant B",1
"983",15451,"Deodorant B",0
"984",15459,"Deodorant B",0
"985",15478,"Deodorant B",0
"986",15486,"Deodorant B",0
"987",15499,"Deodorant B",1
"988",15507,"Deodorant B",1
"989",15544,"Deodorant B",0
"990",15558,"Deodorant B",0
"991",15561,"Deodorant B",1
"992",15570,"Deodorant B",0
"993",15574,"Deodorant B",0
"994",15626,"Deodorant B",1
"995",15636,"Deodorant B",0
"996",15694,"Deodorant B",0
"997",15702,"Deodorant B",1
"998",15708,"Deodorant B",1
"999",15729,"Deodorant B",0
"1000",15735,"Deodorant B",0
"1001",15743,"Deodorant B",1
"1002",15777,"Deodorant B",1
"1003",15779,"Deodorant B",1
"1004",15842,"Deodorant B",0
"1005",15854,"Deodorant B",1
"1006",15901,"Deodorant B",0
"1007",15918,"Deodorant B",0
"1008",15919,"Deodorant B",0
"1009",15935,"Deodorant B",0
"1010",15936,"Deodorant B",0
"1011",15973,"Deodorant B",1
"1012",15979,"Deodorant B",0
"1013",16043,"Deodorant B",1
"1014",16044,"Deodorant B",1
"1015",16077,"Deodorant B",0
"1016",16145,"Deodorant B",0
"1017",16170,"Deodorant B",0
"1018",16175,"Deodorant B",1
"1019",16206,"Deodorant B",0
"1020",16209,"Deodorant B",1
"1021",16216,"Deodorant B",1
"1022",8500,"Deodorant F",0
"1023",8501,"Deodorant F",1
"1024",8502,"Deodorant F",0
"1025",8503,"Deodorant F",0
"1026",8504,"Deodorant F",1
"1027",8505,"Deodorant F",0
"1028",8506,"Deodorant F",0
"1029",8507,"Deodorant F",0
"1030",8508,"Deodorant F",1
"1031",8509,"Deodorant F",1
"1032",8510,"Deodorant F",0
"1033",8511,"Deodorant F",0
"1034",8512,"Deodorant F",0
"1035",8513,"Deodorant F",0
"1036",8514,"Deodorant F",0
"1037",8515,"Deodorant F",1
"1038",8516,"Deodorant F",0
"1039",8517,"Deodorant F",0
"1040",8518,"Deodorant F",0
"1041",8519,"Deodorant F",1
"1042",8520,"Deodorant F",0
"1043",8521,"Deodorant F",0
"1044",8522,"Deodorant F",0
"1045",8523,"Deodorant F",0
"1046",8524,"Deodorant F",0
"1047",8525,"Deodorant F",0
"1048",8526,"Deodorant F",1
"1049",8527,"Deodorant F",0
"1050",8528,"Deodorant F",0
"1051",8529,"Deodorant F",0
"1052",8530,"Deodorant F",1
"1053",8531,"Deodorant F",1
"1054",8532,"Deodorant F",0
"1055",8533,"Deodorant F",0
"1056",8534,"Deodorant F",0
"1057",8535,"Deodorant F",1
"1058",8536,"Deodorant F",0
"1059",8537,"Deodorant F",0
"1060",8538,"Deodorant F",0
"1061",8539,"Deodorant F",0
"1062",8540,"Deodorant F",0
"1063",8541,"Deodorant F",0
"1064",8542,"Deodorant F",0
"1065",8543,"Deodorant F",1
"1066",8544,"Deodorant F",0
"1067",8545,"Deodorant F",0
"1068",8546,"Deodorant F",0
"1069",8547,"Deodorant F",0
"1070",8548,"Deodorant F",0
"1071",8549,"Deodorant F",1
"1072",8550,"Deodorant F",0
"1073",8551,"Deodorant F",0
"1074",8552,"Deodorant F",0
"1075",8553,"Deodorant F",0
"1076",8554,"Deodorant F",0
"1077",8555,"Deodorant F",1
"1078",8556,"Deodorant F",0
"1079",8557,"Deodorant F",0
"1080",8558,"Deodorant F",0
"1081",8559,"Deodorant F",0
"1082",8560,"Deodorant F",0
"1083",8561,"Deodorant F",0
"1084",8562,"Deodorant F",1
"1085",8563,"Deodorant F",1
"1086",8564,"Deodorant F",0
"1087",8565,"Deodorant F",0
"1088",8566,"Deodorant F",1
"1089",8567,"Deodorant F",0
"1090",8568,"Deodorant F",0
"1091",8569,"Deodorant F",1
"1092",8570,"Deodorant F",0
"1093",8571,"Deodorant F",1
"1094",8572,"Deodorant F",1
"1095",8573,"Deodorant F",0
"1096",8574,"Deodorant F",0
"1097",8575,"Deodorant F",0
"1098",8576,"Deodorant F",1
"1099",8577,"Deodorant F",0
"1100",8578,"Deodorant F",1
"1101",8579,"Deodorant F",0
"1102",8580,"Deodorant F",0
"1103",8581,"Deodorant F",1
"1104",8582,"Deodorant F",0
"1105",8583,"Deodorant F",1
"1106",8584,"Deodorant F",1
"1107",8585,"Deodorant F",0
"1108",8586,"Deodorant F",0
"1109",8587,"Deodorant F",1
"1110",8588,"Deodorant F",0
"1111",8589,"Deodorant F",0
"1112",8590,"Deodorant F",0
"1113",8591,"Deodorant F",0
"1114",8592,"Deodorant F",1
"1115",8593,"Deodorant F",0
"1116",8594,"Deodorant F",0
"1117",8595,"Deodorant F",0
"1118",8596,"Deodorant F",0
"1119",8597,"Deodorant F",1
"1120",8598,"Deodorant F",0
"1121",8599,"Deodorant F",0
"1122",8600,"Deodorant F",0
"1123",8601,"Deodorant F",0
"1124",8602,"Deodorant F",1
"1125",8603,"Deodorant F",0
"1126",8604,"Deodorant F",0
"1127",8605,"Deodorant F",0
"1128",8606,"Deodorant F",0
"1129",8607,"Deodorant F",1
"1130",8608,"Deodorant F",0
"1131",8609,"Deodorant F",1
"1132",8610,"Deodorant F",0
"1133",8611,"Deodorant F",1
"1134",8612,"Deodorant F",0
"1135",8613,"Deodorant F",1
"1136",8614,"Deodorant F",0
"1137",8615,"Deodorant F",1
"1138",8616,"Deodorant F",1
"1139",8617,"Deodorant F",0
"1140",8618,"Deodorant F",0
"1141",8619,"Deodorant F",1
"1142",8620,"Deodorant F",1
"1143",8621,"Deodorant F",0
"1144",8622,"Deodorant F",0
"1145",8623,"Deodorant F",1
"1146",8624,"Deodorant F",0
"1147",8625,"Deodorant F",1
"1148",8626,"Deodorant F",0
"1149",8627,"Deodorant F",0
"1150",8628,"Deodorant F",0
"1151",8629,"Deodorant F",0
"1152",8630,"Deodorant F",0
"1153",8631,"Deodorant F",0
"1154",8632,"Deodorant F",1
"1155",8633,"Deodorant F",0
"1156",8634,"Deodorant F",0
"1157",8635,"Deodorant F",0
"1158",8636,"Deodorant F",1
"1159",8637,"Deodorant F",0
"1160",8638,"Deodorant F",0
"1161",8639,"Deodorant F",0
"1162",8640,"Deodorant F",0
"1163",8641,"Deodorant F",0
"1164",8642,"Deodorant F",0
"1165",8643,"Deodorant F",0
"1166",8644,"Deodorant F",1
"1167",8645,"Deodorant F",0
"1168",8646,"Deodorant F",0
"1169",8647,"Deodorant F",0
"1170",8648,"Deodorant F",0
"1171",8649,"Deodorant F",0
"1172",8650,"Deodorant F",1
"1173",8651,"Deodorant F",0
"1174",8652,"Deodorant F",0
"1175",8653,"Deodorant F",0
"1176",8654,"Deodorant F",1
"1177",8655,"Deodorant F",1
"1178",8656,"Deodorant F",0
"1179",8657,"Deodorant F",1
"1180",8658,"Deodorant F",0
"1181",8659,"Deodorant F",0
"1182",8660,"Deodorant F",0
"1183",8661,"Deodorant F",1
"1184",8662,"Deodorant F",0
"1185",8663,"Deodorant F",0
"1186",8664,"Deodorant F",0
"1187",8665,"Deodorant F",1
"1188",8666,"Deodorant F",0
"1189",8667,"Deodorant F",0
"1190",8668,"Deodorant F",1
"1191",8669,"Deodorant F",1
"1192",8670,"Deodorant F",0
"1193",8671,"Deodorant F",0
"1194",8672,"Deodorant F",1
"1195",8673,"Deodorant F",0
"1196",8674,"Deodorant F",1
"1197",8675,"Deodorant F",0
"1198",8676,"Deodorant F",0
"1199",8677,"Deodorant F",1
"1200",8678,"Deodorant F",1
"1201",8679,"Deodorant F",0
"1202",8680,"Deodorant F",0
"1203",8681,"Deodorant F",1
"1204",8682,"Deodorant F",0
"1205",8683,"Deodorant F",1
"1206",8684,"Deodorant F",0
"1207",8685,"Deodorant F",1
"1208",8686,"Deodorant F",0
"1209",8687,"Deodorant F",0
"1210",8688,"Deodorant F",0
"1211",8689,"Deodorant F",0
"1212",8690,"Deodorant F",0
"1213",8691,"Deodorant F",0
"1214",8692,"Deodorant F",0
"1215",8693,"Deodorant F",0
"1216",8694,"Deodorant F",0
"1217",8695,"Deodorant F",0
"1218",8696,"Deodorant F",0
"1219",8697,"Deodorant F",1
"1220",8698,"Deodorant F",0
"1221",8699,"Deodorant F",0
"1222",8700,"Deodorant F",0
"1223",8701,"Deodorant F",0
"1224",8702,"Deodorant F",0
"1225",8703,"Deodorant F",1
"1226",8704,"Deodorant F",0
"1227",8705,"Deodorant F",0
"1228",8706,"Deodorant F",1
"1229",8707,"Deodorant F",0
"1230",8708,"Deodorant F",0
"1231",8709,"Deodorant F",0
"1232",8710,"Deodorant F",0
"1233",8711,"Deodorant F",0
"1234",8712,"Deodorant F",1
"1235",8713,"Deodorant F",1
"1236",8714,"Deodorant F",1
"1237",8715,"Deodorant F",0
"1238",8716,"Deodorant F",1
"1239",8717,"Deodorant F",1
"1240",8718,"Deodorant F",1
"1241",8719,"Deodorant F",0
"1242",8720,"Deodorant F",0
"1243",8721,"Deodorant F",0
"1244",8722,"Deodorant F",0
"1245",8723,"Deodorant F",0
"1246",8724,"Deodorant F",0
"1247",8725,"Deodorant F",0
"1248",8726,"Deodorant F",0
"1249",8727,"Deodorant F",1
"1250",8728,"Deodorant F",0
"1251",8729,"Deodorant F",0
"1252",8730,"Deodorant F",1
"1253",8731,"Deodorant F",1
"1254",8732,"Deodorant F",1
"1255",8733,"Deodorant F",0
"1256",8734,"Deodorant F",0
"1257",8735,"Deodorant F",0
"1258",8736,"Deodorant F",0
"1259",8737,"Deodorant F",0
"1260",8738,"Deodorant F",1
"1261",8739,"Deodorant F",0
"1262",8740,"Deodorant F",1
"1263",8741,"Deodorant F",0
"1264",8742,"Deodorant F",0
"1265",8743,"Deodorant F",0
"1266",8744,"Deodorant F",0
"1267",8745,"Deodorant F",0
"1268",8746,"Deodorant F",1
"1269",8747,"Deodorant F",0
"1270",8748,"Deodorant F",1
"1271",8749,"Deodorant F",1
"1272",8750,"Deodorant F",0
"1273",8751,"Deodorant F",0
"1274",8752,"Deodorant F",0
"1275",8753,"Deodorant F",1
"1276",8754,"Deodorant F",0
"1277",8755,"Deodorant F",0
"1278",8756,"Deodorant F",1
"1279",8757,"Deodorant F",0
"1280",8758,"Deodorant F",0
"1281",8759,"Deodorant F",0
"1282",8760,"Deodorant F",0
"1283",8761,"Deodorant F",1
"1284",8762,"Deodorant F",0
"1285",8763,"Deodorant F",1
"1286",8764,"Deodorant F",0
"1287",8765,"Deodorant F",0
"1288",8766,"Deodorant F",0
"1289",8767,"Deodorant F",0
"1290",8768,"Deodorant F",0
"1291",8769,"Deodorant F",0
"1292",8770,"Deodorant F",0
"1293",8771,"Deodorant F",1
"1294",8772,"Deodorant F",0
"1295",8773,"Deodorant F",0
"1296",8774,"Deodorant F",0
"1297",8775,"Deodorant F",0
"1298",8776,"Deodorant F",1
"1299",8777,"Deodorant F",0
"1300",8778,"Deodorant F",0
"1301",8779,"Deodorant F",1
"1302",8780,"Deodorant F",1
"1303",8781,"Deodorant F",0
"1304",8782,"Deodorant F",0
"1305",8783,"Deodorant F",0
"1306",8784,"Deodorant F",0
"1307",8785,"Deodorant F",0
"1308",8786,"Deodorant F",0
"1309",8787,"Deodorant F",0
"1310",8788,"Deodorant F",1
"1311",8789,"Deodorant F",0
"1312",8790,"Deodorant F",0
"1313",8791,"Deodorant F",1
"1314",8792,"Deodorant F",0
"1315",8793,"Deodorant F",0
"1316",8794,"Deodorant F",1
"1317",8795,"Deodorant F",0
"1318",8796,"Deodorant F",0
"1319",8797,"Deodorant F",0
"1320",8798,"Deodorant F",0
"1321",8799,"Deodorant F",0
"1322",8800,"Deodorant F",0
"1323",8801,"Deodorant F",0
"1324",8802,"Deodorant F",1
"1325",8803,"Deodorant F",0
"1326",8804,"Deodorant F",0
"1327",8805,"Deodorant F",1
"1328",8806,"Deodorant F",0
"1329",8807,"Deodorant F",0
"1330",8808,"Deodorant F",1
"1331",8809,"Deodorant F",0
"1332",8810,"Deodorant F",0
"1333",8811,"Deodorant F",1
"1334",8812,"Deodorant F",1
"1335",8813,"Deodorant F",0
"1336",8814,"Deodorant F",0
"1337",8815,"Deodorant F",1
"1338",8816,"Deodorant F",0
"1339",8817,"Deodorant F",0
"1340",8818,"Deodorant F",1
"1341",8819,"Deodorant F",0
"1342",8820,"Deodorant F",1
"1343",8821,"Deodorant F",0
"1344",8822,"Deodorant F",0
"1345",8823,"Deodorant F",1
"1346",8824,"Deodorant F",0
"1347",8825,"Deodorant F",0
"1348",8826,"Deodorant F",0
"1349",8827,"Deodorant F",0
"1350",8828,"Deodorant F",0
"1351",8829,"Deodorant F",0
"1352",8830,"Deodorant F",1
"1353",8831,"Deodorant F",1
"1354",8832,"Deodorant F",0
"1355",8833,"Deodorant F",0
"1356",8834,"Deodorant F",1
"1357",8835,"Deodorant F",1
"1358",8836,"Deodorant F",0
"1359",8837,"Deodorant F",0
"1360",8838,"Deodorant F",0
"1361",8839,"Deodorant F",0
"1362",8840,"Deodorant F",0
"1363",8841,"Deodorant F",0
"1364",8842,"Deodorant F",1
"1365",8843,"Deodorant F",0
"1366",8844,"Deodorant F",0
"1367",8845,"Deodorant F",1
"1368",8846,"Deodorant F",0
"1369",8847,"Deodorant F",1
"1370",8848,"Deodorant F",0
"1371",8849,"Deodorant F",0
"1372",8850,"Deodorant F",0
"1373",8851,"Deodorant F",0
"1374",8852,"Deodorant F",1
"1375",8853,"Deodorant F",0
"1376",8854,"Deodorant F",0
"1377",8855,"Deodorant F",0
"1378",8856,"Deodorant F",0
"1379",8857,"Deodorant F",0
"1380",8858,"Deodorant F",0
"1381",8859,"Deodorant F",0
"1382",8860,"Deodorant F",1
"1383",8861,"Deodorant F",0
"1384",8862,"Deodorant F",1
"1385",8863,"Deodorant F",1
"1386",8864,"Deodorant F",0
"1387",8865,"Deodorant F",0
"1388",8866,"Deodorant F",1
"1389",8867,"Deodorant F",0
"1390",8868,"Deodorant F",1
"1391",8869,"Deodorant F",0
"1392",8870,"Deodorant F",0
"1393",8871,"Deodorant F",0
"1394",8872,"Deodorant F",0
"1395",8873,"Deodorant F",0
"1396",8874,"Deodorant F",0
"1397",8875,"Deodorant F",1
"1398",8876,"Deodorant F",0
"1399",8877,"Deodorant F",0
"1400",8878,"Deodorant F",0
"1401",8879,"Deodorant F",0
"1402",8880,"Deodorant F",1
"1403",8881,"Deodorant F",0
"1404",8882,"Deodorant F",0
"1405",8883,"Deodorant F",0
"1406",8884,"Deodorant F",0
"1407",8885,"Deodorant F",0
"1408",8886,"Deodorant F",0
"1409",8887,"Deodorant F",0
"1410",8888,"Deodorant F",0
"1411",8889,"Deodorant F",0
"1412",8890,"Deodorant F",0
"1413",8891,"Deodorant F",0
"1414",8892,"Deodorant F",0
"1415",8893,"Deodorant F",1
"1416",8894,"Deodorant F",1
"1417",8895,"Deodorant F",0
"1418",8896,"Deodorant F",0
"1419",8897,"Deodorant F",0
"1420",8898,"Deodorant F",0
"1421",8899,"Deodorant F",1
"1422",8900,"Deodorant F",0
"1423",8901,"Deodorant F",0
"1424",8902,"Deodorant F",0
"1425",8903,"Deodorant F",0
"1426",8904,"Deodorant F",1
"1427",8905,"Deodorant F",0
"1428",8906,"Deodorant F",0
"1429",8907,"Deodorant F",1
"1430",8908,"Deodorant F",0
"1431",8909,"Deodorant F",0
"1432",8910,"Deodorant F",0
"1433",8911,"Deodorant F",0
"1434",8912,"Deodorant F",0
"1435",8913,"Deodorant F",0
"1436",8914,"Deodorant F",0
"1437",8915,"Deodorant F",1
"1438",8916,"Deodorant F",1
"1439",8917,"Deodorant F",0
"1440",8918,"Deodorant F",0
"1441",8919,"Deodorant F",0
"1442",8920,"Deodorant F",0
"1443",8921,"Deodorant F",0
"1444",8922,"Deodorant F",1
"1445",8923,"Deodorant F",0
"1446",8924,"Deodorant F",1
"1447",8925,"Deodorant F",0
"1448",8926,"Deodorant F",1
"1449",8927,"Deodorant F",0
"1450",8928,"Deodorant F",1
"1451",8929,"Deodorant F",0
"1452",8930,"Deodorant F",1
"1453",8931,"Deodorant F",0
"1454",8932,"Deodorant F",1
"1455",8933,"Deodorant F",1
"1456",8934,"Deodorant F",0
"1457",8935,"Deodorant F",1
"1458",8936,"Deodorant F",0
"1459",8937,"Deodorant F",0
"1460",8938,"Deodorant F",1
"1461",8939,"Deodorant F",1
"1462",8940,"Deodorant F",0
"1463",8941,"Deodorant F",0
"1464",8942,"Deodorant F",0
"1465",8943,"Deodorant F",0
"1466",8944,"Deodorant F",0
"1467",8945,"Deodorant F",0
"1468",8946,"Deodorant F",0
"1469",8947,"Deodorant F",1
"1470",8948,"Deodorant F",0
"1471",8949,"Deodorant F",0
"1472",8950,"Deodorant F",1
"1473",8951,"Deodorant F",0
"1474",8952,"Deodorant F",0
"1475",8953,"Deodorant F",1
"1476",8954,"Deodorant F",0
"1477",8955,"Deodorant F",0
"1478",8956,"Deodorant F",1
"1479",8957,"Deodorant F",0
"1480",8958,"Deodorant F",0
"1481",8959,"Deodorant F",0
"1482",8960,"Deodorant F",0
"1483",8961,"Deodorant F",0
"1484",8962,"Deodorant F",1
"1485",8963,"Deodorant F",0
"1486",8964,"Deodorant F",1
"1487",8965,"Deodorant F",0
"1488",8966,"Deodorant F",0
"1489",8967,"Deodorant F",0
"1490",8968,"Deodorant F",0
"1491",8969,"Deodorant F",1
"1492",8970,"Deodorant F",0
"1493",8971,"Deodorant F",0
"1494",8972,"Deodorant F",0
"1495",8973,"Deodorant F",1
"1496",8974,"Deodorant F",0
"1497",8975,"Deodorant F",1
"1498",8976,"Deodorant F",0
"1499",8977,"Deodorant F",0
"1500",8978,"Deodorant F",1
"1501",8979,"Deodorant F",1
"1502",8980,"Deodorant F",1
"1503",8981,"Deodorant F",0
"1504",8982,"Deodorant F",0
"1505",8983,"Deodorant F",1
"1506",8984,"Deodorant F",1
"1507",8985,"Deodorant F",1
"1508",8986,"Deodorant F",1
"1509",8987,"Deodorant F",0
"1510",8988,"Deodorant F",0
"1511",8989,"Deodorant F",0
"1512",8990,"Deodorant F",0
"1513",8991,"Deodorant F",1
"1514",8992,"Deodorant F",0
"1515",8993,"Deodorant F",0
"1516",8994,"Deodorant F",1
"1517",8995,"Deodorant F",1
"1518",8996,"Deodorant F",0
"1519",8997,"Deodorant F",0
"1520",8998,"Deodorant F",0
"1521",8999,"Deodorant F",1
"1522",9000,"Deodorant F",0
"1523",9001,"Deodorant F",0
"1524",9002,"Deodorant F",0
"1525",9003,"Deodorant F",0
"1526",9004,"Deodorant F",0
"1527",9005,"Deodorant F",0
"1528",9006,"Deodorant F",0
"1529",9007,"Deodorant F",0
"1530",9008,"Deodorant F",0
"1531",9009,"Deodorant F",0
"1532",9010,"Deodorant F",0
"1533",9011,"Deodorant F",0
"1534",9012,"Deodorant F",0
"1535",9013,"Deodorant F",0
"1536",9014,"Deodorant F",1
"1537",9015,"Deodorant F",0
"1538",9016,"Deodorant F",0
"1539",9017,"Deodorant F",1
"1540",9018,"Deodorant F",0
"1541",9019,"Deodorant F",0
"1542",9020,"Deodorant F",1
"1543",9021,"Deodorant F",0
"1544",9022,"Deodorant F",0
"1545",9023,"Deodorant F",1
"1546",9024,"Deodorant F",0
"1547",9025,"Deodorant F",0
"1548",9026,"Deodorant F",1
"1549",9027,"Deodorant F",1
"1550",9028,"Deodorant F",0
"1551",9029,"Deodorant F",0
"1552",9030,"Deodorant F",0
"1553",9031,"Deodorant F",0
"1554",9032,"Deodorant F",0
"1555",9033,"Deodorant F",0
"1556",9034,"Deodorant F",1
"1557",9035,"Deodorant F",0
"1558",9036,"Deodorant F",0
"1559",9037,"Deodorant F",0
"1560",9038,"Deodorant F",0
"1561",9039,"Deodorant F",0
"1562",9040,"Deodorant F",0
"1563",9041,"Deodorant F",0
"1564",9042,"Deodorant F",1
"1565",9043,"Deodorant F",0
"1566",9044,"Deodorant F",0
"1567",9045,"Deodorant F",0
"1568",9046,"Deodorant F",1
"1569",9047,"Deodorant F",0
"1570",9048,"Deodorant F",0
"1571",9049,"Deodorant F",0
"1572",9050,"Deodorant F",0
"1573",9051,"Deodorant F",1
"1574",9052,"Deodorant F",0
"1575",9053,"Deodorant F",0
"1576",9054,"Deodorant F",1
"1577",9055,"Deodorant F",1
"1578",9056,"Deodorant F",1
"1579",9057,"Deodorant F",0
"1580",9058,"Deodorant F",0
"1581",9059,"Deodorant F",0
"1582",9060,"Deodorant F",0
"1583",9061,"Deodorant F",0
"1584",9062,"Deodorant F",0
"1585",9063,"Deodorant F",0
"1586",9064,"Deodorant F",0
"1587",9065,"Deodorant F",0
"1588",9066,"Deodorant F",0
"1589",9067,"Deodorant F",0
"1590",9068,"Deodorant F",0
"1591",9069,"Deodorant F",0
"1592",9070,"Deodorant F",0
"1593",9071,"Deodorant F",0
"1594",9072,"Deodorant F",1
"1595",9073,"Deodorant F",1
"1596",9074,"Deodorant F",0
"1597",9075,"Deodorant F",0
"1598",9076,"Deodorant F",0
"1599",9077,"Deodorant F",0
"1600",9078,"Deodorant F",0
"1601",9079,"Deodorant F",1
"1602",9080,"Deodorant F",0
"1603",9081,"Deodorant F",0
"1604",9082,"Deodorant F",0
"1605",9083,"Deodorant F",0
"1606",9084,"Deodorant F",1
"1607",9085,"Deodorant F",0
"1608",9086,"Deodorant F",1
"1609",9087,"Deodorant F",0
"1610",9088,"Deodorant F",0
"1611",9089,"Deodorant F",0
"1612",9090,"Deodorant F",0
"1613",9091,"Deodorant F",0
"1614",9092,"Deodorant F",0
"1615",9093,"Deodorant F",0
"1616",9094,"Deodorant F",0
"1617",9095,"Deodorant F",0
"1618",9096,"Deodorant F",0
"1619",9097,"Deodorant F",0
"1620",9098,"Deodorant F",0
"1621",9099,"Deodorant F",0
"1622",9100,"Deodorant F",0
"1623",9101,"Deodorant F",1
"1624",9102,"Deodorant F",0
"1625",9103,"Deodorant F",1
"1626",9104,"Deodorant F",1
"1627",9105,"Deodorant F",0
"1628",9106,"Deodorant F",1
"1629",9107,"Deodorant F",1
"1630",9108,"Deodorant F",0
"1631",9109,"Deodorant F",0
"1632",9110,"Deodorant F",1
"1633",9111,"Deodorant F",0
"1634",9112,"Deodorant F",0
"1635",9113,"Deodorant F",0
"1636",9114,"Deodorant F",0
"1637",9115,"Deodorant F",0
"1638",9116,"Deodorant F",0
"1639",9117,"Deodorant F",0
"1640",9118,"Deodorant F",0
"1641",9119,"Deodorant F",0
"1642",9120,"Deodorant F",0
"1643",9121,"Deodorant F",1
"1644",9122,"Deodorant F",1
"1645",9123,"Deodorant F",0
"1646",9124,"Deodorant F",0
"1647",9125,"Deodorant F",0
"1648",9126,"Deodorant F",0
"1649",9127,"Deodorant F",1
"1650",9128,"Deodorant F",0
"1651",9129,"Deodorant F",0
"1652",9130,"Deodorant F",1
"1653",9131,"Deodorant F",1
"1654",9132,"Deodorant F",1
"1655",9133,"Deodorant F",1
"1656",9134,"Deodorant F",0
"1657",9135,"Deodorant F",1
"1658",9136,"Deodorant F",0
"1659",9137,"Deodorant F",1
"1660",9138,"Deodorant F",0
"1661",9139,"Deodorant F",0
"1662",9140,"Deodorant F",0
"1663",9141,"Deodorant F",0
"1664",9142,"Deodorant F",0
"1665",9143,"Deodorant F",0
"1666",9144,"Deodorant F",0
"1667",9145,"Deodorant F",1
"1668",9146,"Deodorant F",1
"1669",9147,"Deodorant F",0
"1670",9148,"Deodorant F",0
"1671",9149,"Deodorant F",0
"1672",9150,"Deodorant F",0
"1673",9151,"Deodorant F",1
"1674",9152,"Deodorant F",1
"1675",9153,"Deodorant F",0
"1676",9154,"Deodorant F",0
"1677",9155,"Deodorant F",0
"1678",9156,"Deodorant F",0
"1679",9157,"Deodorant F",0
"1680",9158,"Deodorant F",1
"1681",9159,"Deodorant F",0
"1682",9160,"Deodorant F",0
"1683",9161,"Deodorant F",0
"1684",9162,"Deodorant F",0
"1685",9163,"Deodorant F",0
"1686",9164,"Deodorant F",0
"1687",9165,"Deodorant F",0
"1688",9166,"Deodorant F",0
"1689",9167,"Deodorant F",0
"1690",9168,"Deodorant F",0
"1691",9169,"Deodorant F",1
"1692",9170,"Deodorant F",0
"1693",9171,"Deodorant F",0
"1694",9172,"Deodorant F",0
"1695",9173,"Deodorant F",0
"1696",9174,"Deodorant F",0
"1697",9175,"Deodorant F",0
"1698",9176,"Deodorant F",0
"1699",9177,"Deodorant F",0
"1700",9178,"Deodorant F",1
