Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.8,s13a.h.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
9493,344,Deodorant H,0,6,1,3,3,4,5,2,3,2,5,5,1,5,3,1,1,4,1,2,3,4,1,4,3,1,5,5,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,1,5,7,5,4,1,4,3,1,1,0,0,3
9494,344,Deodorant H,0,7,3,5,3,1,4,2,1,1,5,4,5,5,5,1,2,2,1,5,2,2,2,1,2,4,3,2,1,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,1,1,3,3,5,1,1,4,1,3,2,2,1,0,1,1
9495,344,Deodorant H,0,7,1,3,1,4,2,4,2,1,5,4,4,5,5,2,4,5,1,4,4,3,1,3,5,4,4,5,1,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,2,3,6,6,2,4,1,4,4,1,1,0.5,0,5
9496,344,Deodorant H,1,4,2,3,2,4,5,2,2,1,4,4,2,3,1,2,5,4,1,4,4,1,5,4,4,5,2,4,5,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,3,1,2,2,5,8,2,4,1,6,7,1,2,0,0,5
9497,344,Deodorant H,0,7,1,4,2,3,5,2,4,4,2,4,5,5,5,1,2,4,2,5,2,4,3,5,4,4,5,3,4,1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,3,1,1,1,7,4,2,4,1,3,5,1,3,0,0,2
9498,344,Deodorant H,0,5,2,3,2,4,2,1,1,4,5,5,5,4,1,5,5,3,5,4,2,1,5,2,4,4,5,3,1,1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,1,5,10,3,4,1,4,2,1,3,0.333333333,1,2
9499,344,Deodorant H,0,5,1,3,1,2,4,3,2,2,5,5,4,5,4,2,3,4,1,2,4,3,5,1,4,4,1,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,1,3,6,7,2,4,1,3,2,2,1,0,0,4
9500,344,Deodorant H,0,6,2,3,5,4,4,3,5,5,4,3,5,2,3,3,1,5,1,4,5,2,4,4,4,4,2,4,5,1,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,6,9,3,4,3,4,3,3,1,0,0,2
9501,344,Deodorant H,0,6,0,3,5,5,5,1,4,3,2,4,2,4,1,4,2,4,5,5,5,1,3,2,5,4,5,4,1,1,0,1,,,0,0,0,,,,0,0,1,,,,,,0,0,2,1,3,3,3,6,7,4,1,2,3,2,1,0,1,6
9502,344,Deodorant H,0,5,0,3,1,1,2,1,4,2,5,4,5,5,5,1,5,2,3,3,2,3,5,3,5,4,3,2,4,0,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,1,1,3,8,7,4,3,3,4,1,1,0,1,2
9503,344,Deodorant H,0,7,2,3,1,5,4,1,5,1,2,4,5,1,5,4,3,4,5,4,4,5,2,2,4,4,3,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,1,0,1,2,3,2,6,8,7,4,1,3,10,2,1,0,0,6
9504,344,Deodorant H,0,5,3,3,2,3,2,2,2,2,4,5,5,4,5,4,2,1,1,1,3,1,2,4,5,4,4,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,6,6,2,4,1,3,7,1,5,0,0,3
9505,344,Deodorant H,1,4,0,3,3,3,2,5,3,3,4,2,4,5,3,5,4,5,2,4,4,4,1,5,4,4,2,3,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,3,1,8,4,4,1,4,7,5,1,0,0,6
9506,344,Deodorant H,0,6,0,4,1,4,3,1,2,1,4,4,5,5,5,4,2,4,2,5,4,2,1,5,3,5,4,3,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,2,3,6,7,3,4,5,4,2,2,2,0,0,6
9507,344,Deodorant H,1,4,1,1,4,3,5,1,3,2,3,5,5,4,5,2,4,3,1,3,3,1,2,2,5,5,4,3,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,2,3,6,10,2,4,1,3,10,3,1,0,0,2
9508,344,Deodorant H,0,7,1,3,1,4,3,2,2,1,5,4,4,4,3,1,4,4,1,5,5,5,5,5,5,4,4,3,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,1,7,6,7,4,2,2,5,2,1,0,0,2
9509,344,Deodorant H,0,5,2,5,3,4,4,1,4,2,4,4,5,2,4,1,4,5,1,4,5,1,4,3,1,1,4,5,4,5,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,3,1,5,6,2,4,2,2,2,2,1,0,0,4
9510,344,Deodorant H,0,5,0,3,2,4,5,1,4,2,3,4,3,4,2,2,5,5,1,3,4,2,5,1,4,2,2,1,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,1,1,3,7,1,4,1,2,4,1,1,0,0,6
9511,344,Deodorant H,1,4,2,3,1,1,5,1,3,1,3,3,4,4,3,2,5,5,4,4,1,5,3,1,4,5,4,5,4,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,2,3,3,6,10,2,4,1,3,3,1,3,0,0,2
9512,344,Deodorant H,0,5,0,5,5,5,5,3,3,1,3,4,2,4,5,2,4,5,1,4,4,4,1,5,4,5,4,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,1,1,4,7,7,4,3,4,5,2,1,0,0,2
9513,344,Deodorant H,0,5,0,3,4,3,4,1,2,2,5,5,4,4,3,5,4,3,1,4,2,2,1,4,2,4,3,4,5,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,2,3,3,6,8,5,4,4,2,6,2,5,0,0,2
9514,344,Deodorant H,0,5,0,4,1,5,4,1,3,1,3,5,5,5,5,5,5,2,2,5,3,4,3,1,1,5,5,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,1,5,7,4,4,4,4,10,2,5,0.5,0,2
9515,344,Deodorant H,0,6,0,1,1,4,5,2,5,2,5,3,4,5,5,5,4,4,1,4,4,1,2,3,1,2,2,4,3,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,1,3,6,7,6,4,1,2,9,2,1,0,0,2
9516,344,Deodorant H,0,6,1,3,1,1,3,2,4,1,3,4,4,5,4,1,1,5,1,1,5,5,5,1,3,2,5,3,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,2,3,1,4,2,4,1,2,7,1,1,0.333333333,0,5
9517,344,Deodorant H,0,6,2,3,2,4,2,1,1,3,4,5,3,5,1,4,4,4,2,2,4,1,2,1,4,4,4,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,4,1,3,1,7,9,2,4,2,2,3,3,1,0.333333333,0,3
9518,344,Deodorant H,0,6,1,3,4,5,1,2,2,3,2,1,2,4,5,5,4,5,5,2,1,3,4,4,2,5,1,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,1,2,6,4,2,4,1,2,3,1,1,0,0,3
9519,344,Deodorant H,0,5,3,3,3,4,5,1,4,1,5,5,2,5,3,2,1,4,1,4,3,3,2,5,2,1,2,3,2,1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,7,6,7,4,1,2,7,1,2,0.2,0,1
9520,344,Deodorant H,0,6,3,3,4,1,4,2,2,4,5,5,1,5,5,4,4,4,1,5,4,2,4,3,2,1,4,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,3,5,8,2,4,1,4,10,2,1,0,0,6
9521,344,Deodorant H,1,4,0,5,2,5,4,2,3,2,5,1,4,4,2,1,5,5,2,3,5,1,3,3,3,4,1,4,5,0,0,0,,,0,0,0,,,,1,0,0,,,,,,0,0,4,5,1,3,5,4,2,4,3,3,9,2,1,0,0,2
9522,344,Deodorant H,0,5,2,3,2,4,5,2,3,5,2,5,3,3,2,2,4,3,2,5,4,3,5,1,4,2,1,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,3,6,7,3,4,1,4,4,1,4,0,0,1
9523,344,Deodorant H,0,5,0,3,5,5,5,5,4,4,2,3,5,2,4,1,5,4,2,5,4,2,1,4,3,1,1,3,3,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,3,2,7,9,1,4,1,3,7,3,1,0,1,2
9524,344,Deodorant H,0,7,3,4,1,4,4,3,4,2,3,5,4,4,2,4,5,4,3,2,1,1,5,2,3,2,4,4,1,2,0,0,,,0,0,1,,,,0,0,0,,,,,,0,0,5,4,2,3,7,5,7,4,4,4,4,2,6,0,0,1
9525,344,Deodorant H,0,6,1,4,1,4,5,5,3,4,3,5,1,4,4,3,4,2,1,4,4,5,5,3,5,5,4,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,2,2,3,7,10,2,4,3,5,8,2,1,0,0,6
9526,344,Deodorant H,0,6,1,3,4,3,2,2,5,4,5,5,4,4,4,5,3,5,3,4,1,1,1,2,5,2,4,1,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,2,6,6,5,4,2,4,7,2,1,0,0,4
9527,344,Deodorant H,0,5,0,3,2,1,5,1,3,1,3,1,4,2,4,2,1,3,1,5,1,4,3,1,3,5,2,2,5,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,2,3,6,1,5,4,1,2,8,1,1,0,0,4
9528,344,Deodorant H,1,3,2,5,1,5,4,3,3,2,3,5,3,5,1,1,5,3,5,5,5,2,2,1,4,4,5,4,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,2,5,10,2,4,2,2,7,1,1,0,0,3
9529,344,Deodorant H,0,6,1,3,1,5,3,4,3,2,3,4,1,5,2,2,5,5,1,4,3,1,2,3,1,4,2,5,3,0,0,1,,,0,0,0,,,,0,0,1,,,,,,0,0,1,5,3,3,5,10,2,4,5,4,10,1,4,0,0,3
9530,344,Deodorant H,0,6,1,3,4,4,4,2,3,3,5,5,4,5,3,2,3,5,1,4,3,1,3,3,4,3,3,3,1,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,3,5,8,7,4,2,3,6,2,1,0,0,2
9531,344,Deodorant H,0,7,2,3,1,5,3,3,2,4,4,5,3,4,3,3,4,5,2,5,4,3,4,5,3,5,4,1,3,1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,1,1,3,1,7,6,2,4,1,3,4,2,1,0.25,0,3
9532,344,Deodorant H,0,5,1,3,1,5,4,3,3,3,4,4,5,2,3,5,5,5,1,4,2,3,2,2,5,4,2,5,2,0,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,1,4,3,2,5,10,1,4,1,2,3,1,1,0,0,1
9533,344,Deodorant H,0,6,1,3,2,3,3,1,5,1,3,1,2,4,4,5,2,5,3,2,4,3,4,5,3,4,5,3,3,5,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,3,4,2,3,4,2,3,4,1,1,0,0,3
9534,344,Deodorant H,0,5,0,3,4,4,5,2,3,5,2,5,2,5,4,4,4,5,5,4,2,5,2,4,4,2,2,3,2,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,1,3,5,8,2,4,1,2,2,2,1,0,1,1
9535,344,Deodorant H,0,7,1,4,4,3,4,1,5,1,5,1,4,4,5,5,5,4,1,4,5,3,5,1,4,5,2,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,5,3,3,7,8,5,4,1,4,4,2,1,0.166666667,0,2
9536,344,Deodorant H,0,5,0,5,1,5,1,3,3,1,3,4,2,1,4,1,4,4,3,4,1,4,1,2,4,4,3,1,4,1,0,0,,,0,0,1,,,,1,1,0,,,,,,0,0,4,3,3,3,4,8,2,4,1,4,5,2,1,0,0,2
9537,344,Deodorant H,0,7,1,4,4,4,4,4,1,1,5,4,5,5,5,2,5,4,1,4,1,1,4,1,1,3,5,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,3,2,4,2,4,4,1,3,10,1,3,0.5,0,2
9538,344,Deodorant H,0,7,1,3,3,1,2,2,4,1,5,5,4,5,5,3,4,4,1,5,2,3,3,5,4,4,4,4,1,1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,1,1,3,2,2,6,3,5,4,3,4,10,1,2,0,0,4
9539,344,Deodorant H,0,6,1,3,3,5,1,3,5,1,5,5,4,4,1,4,2,3,3,2,3,5,2,2,4,3,5,3,3,2,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,3,1,3,3,2,4,1,2,9,2,5,0,0,5
9540,344,Deodorant H,0,5,1,3,3,5,5,2,5,1,4,5,1,5,1,1,4,5,3,3,2,4,2,4,4,2,2,4,3,-1,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,4,4,1,3,5,7,5,4,3,6,6,2,1,0,0,4
9541,344,Deodorant H,0,5,2,3,1,3,1,1,1,2,5,4,4,4,5,5,5,4,4,5,5,2,5,4,3,4,5,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,4,3,1,2,6,7,2,4,3,3,5,2,2,0.5,1,1
9542,344,Deodorant H,0,7,0,3,3,4,4,2,5,5,3,5,3,5,5,3,3,3,2,5,4,3,3,4,4,3,1,1,1,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,3,6,10,5,4,3,2,5,2,3,0,0,2
9543,344,Deodorant H,1,3,1,4,4,5,2,4,3,2,3,5,2,5,1,1,4,5,2,5,4,1,5,2,4,3,4,1,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,1,3,5,3,5,4,1,2,6,2,1,0,0,3
9544,344,Deodorant H,1,2,1,5,1,5,5,1,4,1,4,4,4,4,4,2,5,5,3,4,1,3,3,2,5,5,3,3,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,4,5,2,1,6,1,5,4,2,5,4,1,1,0,0,1
9545,344,Deodorant H,1,4,2,3,5,2,4,2,4,1,2,3,5,5,5,3,4,4,1,2,1,5,3,5,4,5,5,3,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,2,1,3,6,6,3,4,1,4,3,2,2,0,0,2
9546,344,Deodorant H,0,6,0,4,2,3,2,2,4,1,1,2,5,4,4,1,3,3,3,4,5,2,1,1,4,5,3,1,3,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,4,9,2,4,1,3,4,3,3,0,0,3
9547,344,Deodorant H,0,7,2,3,2,4,4,1,5,2,5,2,4,5,5,4,5,1,2,3,4,4,1,5,4,5,4,4,1,3,0,0,,,0,0,0,,,,0,1,1,,,,,,0,0,5,5,3,1,6,3,2,4,1,4,5,2,1,0,0,1
9548,344,Deodorant H,1,1,1,3,1,1,3,1,3,4,4,3,4,4,1,5,4,4,1,5,5,3,1,1,4,2,3,4,5,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,1,2,7,7,7,4,1,4,6,2,1,0.25,0,3
9549,344,Deodorant H,0,6,1,4,2,5,5,1,3,3,4,1,4,5,5,2,5,4,1,3,4,2,1,2,5,3,5,1,4,0,0,0,,,0,0,0,,,,1,0,0,,,,,,0,0,4,1,3,2,6,8,3,4,1,3,2,2,1,0,1,1
9550,344,Deodorant H,1,4,0,5,1,5,5,5,4,2,5,2,2,5,4,5,4,5,2,4,2,1,2,1,3,3,2,5,5,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,2,3,7,4,3,4,2,2,3,1,1,0,0,4
9551,344,Deodorant H,0,5,2,3,1,4,5,2,5,2,2,2,5,5,5,2,4,3,1,2,4,3,2,1,5,5,5,1,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,1,1,1,6,4,3,4,4,1,5,0.2,0,3
9552,344,Deodorant H,0,6,2,5,1,5,5,1,3,3,5,2,5,4,1,3,4,5,3,3,4,1,2,2,5,4,4,5,2,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,1,3,6,8,1,4,1,3,4,2,1,0,0,2
9553,344,Deodorant H,1,2,1,3,3,4,4,2,4,3,4,4,3,1,4,4,4,4,1,5,3,3,1,5,4,3,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,5,1,2,3,5,3,4,1,4,5,1,2,0,0,5
9554,344,Deodorant H,0,6,1,4,1,1,4,5,1,1,5,5,1,5,3,3,5,5,4,2,5,2,5,1,3,4,2,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,1,6,6,4,4,1,4,2,2,1,0.166666667,0,4
9555,344,Deodorant H,0,6,0,3,1,5,5,5,1,2,4,4,4,4,5,3,5,5,2,2,5,1,4,3,5,1,5,1,2,0,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,2,4,3,2,7,8,3,4,1,4,2,1,2,0,0,4
9556,344,Deodorant H,1,4,1,4,1,2,4,3,2,1,5,2,4,4,4,5,5,3,5,4,4,1,5,1,4,3,5,2,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,1,5,7,7,4,2,4,7,1,2,0,0,3
9557,344,Deodorant H,0,5,1,2,1,3,2,3,5,5,3,4,5,4,3,5,5,3,1,5,3,1,4,3,1,5,4,5,1,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,1,3,6,8,6,4,4,4,9,1,1,0.5,0,1
9558,344,Deodorant H,0,5,1,4,4,5,3,1,5,1,4,1,5,4,4,1,4,4,2,4,5,5,1,4,5,5,4,4,3,0,0,0,,,0,0,0,,,,0,0,1,,,,,,0,1,4,4,2,1,5,7,2,4,3,4,6,1,1,0,0,5
9559,344,Deodorant H,0,5,1,3,2,5,1,2,3,1,5,3,4,5,4,5,4,5,1,2,4,1,3,1,3,5,1,4,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,3,3,2,9,2,4,1,4,10,2,1,0,0,2
9560,344,Deodorant H,0,5,0,4,4,5,3,1,4,2,3,4,4,4,5,1,5,4,1,5,4,1,4,2,5,4,5,3,5,0,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,5,5,3,2,6,7,5,4,1,4,9,2,1,1,0,3
9561,344,Deodorant H,0,6,2,2,1,5,4,1,2,2,4,5,5,4,1,5,1,5,1,1,3,2,1,1,2,1,2,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,1,5,8,5,4,2,6,3,3,1,0.5,0,2
9562,344,Deodorant H,0,7,2,3,2,5,4,4,3,1,4,5,5,5,5,4,3,3,2,4,1,1,1,3,1,3,4,1,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,1,2,1,6,3,3,4,1,4,5,2,1,0,0,4
9563,344,Deodorant H,0,5,0,3,1,4,4,3,5,1,4,4,5,5,1,1,4,4,1,3,1,4,3,5,5,5,4,4,4,3,1,0,,,0,0,0,,,,0,0,1,,,,,,0,0,5,2,1,3,6,6,2,4,1,4,3,2,1,0.333333333,0,4
9564,344,Deodorant H,1,4,1,5,1,3,5,2,1,4,5,5,4,1,4,3,4,4,2,4,5,1,2,4,3,3,4,4,5,1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,1,4,3,3,6,7,2,4,1,4,8,1,1,0,0,4
9565,344,Deodorant H,0,6,0,3,5,4,4,1,4,2,2,3,2,4,5,2,4,1,5,5,4,5,1,1,3,5,1,3,2,1,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,4,5,2,1,7,5,3,4,3,2,8,1,2,0,0,2
9566,344,Deodorant H,0,6,2,3,1,5,4,1,2,1,4,1,4,4,2,4,4,5,1,4,3,4,5,1,4,4,4,2,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,1,5,4,7,4,1,4,10,1,3,0.5,0,2
9567,344,Deodorant H,1,3,1,3,2,2,2,3,4,2,4,3,2,2,4,5,4,5,1,4,5,1,2,3,1,4,4,3,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,2,2,4,3,2,4,1,3,5,3,2,0.142857143,0,4
9568,344,Deodorant H,1,4,0,5,2,2,5,2,2,2,3,5,4,4,1,4,4,5,4,5,1,2,3,3,3,4,3,4,5,1,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,2,3,3,2,7,10,2,4,4,3,2,3,2,0,0,2
9569,344,Deodorant H,0,5,3,3,2,4,3,3,4,4,4,5,1,5,1,1,4,5,1,3,1,1,5,5,3,3,5,1,1,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,4,3,3,5,7,2,4,2,3,5,1,1,0,1,6
9570,344,Deodorant H,0,6,0,4,1,1,1,3,3,1,4,2,4,3,2,3,4,5,1,5,3,3,3,5,2,3,4,5,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,4,1,3,6,6,2,4,1,2,4,2,3,0.5,0,2
9571,344,Deodorant H,0,6,0,3,1,5,4,2,2,5,1,5,1,4,5,2,5,4,3,5,1,3,2,1,2,5,1,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,3,4,7,2,4,2,5,4,2,1,0.2,0,3
9572,344,Deodorant H,0,5,3,3,1,5,1,5,2,1,4,5,5,5,3,1,3,5,5,5,4,1,4,2,3,4,4,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,7,8,7,4,1,3,4,1,1,0,1,2
9573,344,Deodorant H,1,4,0,3,1,5,2,4,3,4,5,5,4,5,3,4,5,2,1,2,4,2,2,2,3,2,1,2,3,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,1,4,9,7,4,3,4,8,2,3,0,0,2
9574,344,Deodorant H,0,6,2,3,2,5,4,1,5,1,4,5,5,5,1,4,5,5,2,5,5,1,3,4,5,3,2,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,1,8,7,4,2,3,7,1,1,0,0,4
9575,344,Deodorant H,0,5,2,5,1,3,5,1,4,1,5,4,3,3,4,1,1,1,2,5,5,2,4,1,2,3,4,3,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,5,3,3,2,9,2,4,4,3,10,1,1,0,0,2
9576,344,Deodorant H,0,6,1,3,4,5,1,2,4,1,3,5,2,4,1,1,5,4,1,5,1,4,2,2,3,5,3,2,1,-1,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,1,3,3,1,5,10,5,4,3,2,4,2,3,0,0,4
9577,344,Deodorant H,0,7,2,3,1,2,5,3,5,2,2,4,4,4,5,2,4,5,2,4,3,2,2,5,3,5,5,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,2,3,6,10,7,4,3,3,3,2,1,0,0,3
9578,344,Deodorant H,0,6,1,5,2,5,4,2,4,5,5,5,5,5,4,2,5,4,1,4,1,2,3,4,3,5,4,5,5,1,0,0,,,0,0,1,,,,0,1,0,,,,,,0,0,5,3,3,1,4,4,2,4,1,2,10,1,3,0,0,2
9579,344,Deodorant H,0,5,0,4,2,4,3,4,5,1,5,3,4,1,3,1,3,4,1,1,4,2,5,2,4,4,5,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,1,1,1,5,8,2,4,1,3,10,2,1,0.333333333,0,2
9580,344,Deodorant H,0,7,0,1,1,3,4,1,5,5,5,3,5,5,4,1,3,5,1,3,5,1,1,3,5,4,3,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,6,7,2,4,1,2,3,1,3,0,0,4
9581,344,Deodorant H,0,6,2,3,2,4,3,3,3,3,4,5,5,5,5,4,4,5,2,5,5,2,3,2,3,3,1,4,5,0,0,1,,,0,0,0,,,,1,0,0,,,,,,0,0,5,2,2,3,2,6,2,4,2,3,2,2,6,0,0,2
9582,344,Deodorant H,0,5,3,3,2,3,5,2,5,2,5,4,4,5,4,4,5,4,2,5,1,3,2,3,4,4,5,5,2,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,2,2,2,3,6,4,4,4,1,2,4,2,3,0,0,6
9583,344,Deodorant H,0,5,2,3,1,2,4,2,2,2,4,4,5,3,4,4,4,5,2,4,3,1,5,3,4,1,1,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,4,10,3,4,2,2,6,1,1,0,0,2
9584,344,Deodorant H,1,4,0,3,2,5,3,1,2,1,5,5,5,5,3,5,3,5,1,4,5,3,2,4,1,5,1,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,2,5,7,6,4,1,3,3,1,1,0,0,2
9585,344,Deodorant H,1,4,2,5,1,4,3,2,5,4,5,3,5,4,3,3,5,4,1,5,5,5,1,2,3,5,3,4,3,-2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,2,3,5,8,2,4,2,2,2,1,1,0.2,0,2
9586,344,Deodorant H,0,5,2,2,1,5,3,3,5,1,5,4,2,4,4,4,4,5,1,2,2,2,2,1,5,5,4,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,2,1,3,1,6,5,2,4,1,3,3,2,2,0,0,5
9587,344,Deodorant H,0,6,2,3,1,5,3,1,2,1,5,4,4,5,5,3,5,5,2,2,5,1,5,2,4,5,1,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,2,6,9,2,4,4,3,4,1,2,0.5,0,4
9588,344,Deodorant H,1,4,0,5,3,1,3,3,5,5,3,3,5,2,5,5,3,3,1,3,1,2,2,2,4,4,3,5,3,-1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,1,3,5,3,2,4,1,4,8,2,6,0.333333333,0,1
9589,344,Deodorant H,0,6,1,4,1,2,4,3,4,2,3,5,3,2,5,1,4,5,4,4,3,5,2,4,5,4,3,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,2,3,5,6,2,4,3,4,2,1,2,0,0,5
9590,344,Deodorant H,0,5,0,3,2,3,3,1,5,1,1,5,4,3,3,4,5,5,4,5,5,2,2,5,2,3,2,4,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,2,3,7,8,2,4,2,3,6,1,1,0.2,0,1
